date,swb_happiness
2008m1,1.148016
2008m2,.9647192
2008m3,.9159855
2008m4,.9232478
2008m5,1.047306
2008m6,.9702104
2008m7,.7486333
2008m8,.3019667
2008m9,-.2816807
2008m10,-.7144058
2008m11,-1.086762
2008m12,-1.476775
2009m1,-1.790284
2009m2,-1.641935
2009m3,-1.503587
2009m4,-1.04816
2009m5,-.5497982
2009m6,-.2507143
2009m7,-.2496702
2009m8,-.462433
2009m9,-.6435518
2009m10,-.4452671
2009m11,-.5901874
2009m12,-.7638091
2010m1,-1.327932
2010m2,-1.590831
2010m3,-1.541529
2010m4,-1.122019
2010m5,-.8313425
2010m6,-.9784155
2010m7,-1.025932
2010m8,-.9667177
2010m9,-.9723663
2010m10,-.807085
2010m11,-.3457623
2010m12,-.2175251
2011m1,-.0360875
2011m2,.3474343
2011m3,.4861301
2011m4,.487227
2011m5,.3993022
2011m6,.2780453
2011m7,.2603106
2011m8,.043207
2011m9,-.025469
2011m10,.0953575
2011m11,.4757794
2011m12,.7393117
2012m1,.789178
2012m2,.9646992
2012m3,1.19167
2012m4,1.166325
2012m5,1.058173
2012m6,.7136246
2012m7,.5261893
2012m8,.4023664
2012m9,.1440812
2012m10,.1011175
2012m11,.2335951
2012m12,.3925586
2013m1,.4194958
2013m2,.5928807
2013m3,.8265827
2013m4,1.013424
2013m5,1.184166
2013m6,1.148964
2013m7,.9128237
2013m8,.5399697
2013m9,.4349437
2013m10,.4692408
2013m11,.5642253
2013m12,.392946
2014m1,.0216118
2014m2,.14367
2014m3,.5125106
2014m4,.8609489
2014m5,1.145264
2014m6,1.154158
2014m7,.8815047
2014m8,.5176775
2014m9,.4208816
2014m10,.7249088
2014m11,.9545935
2014m12,1.022496
2015m1,.8957974
2015m2,1.064141
2015m3,1.217622
2015m4,1.304955
2015m5,1.204291
2015m6,1.048204
2015m7,1.050032
2015m8,1.128294
2015m9,1.188071
2015m10,1.201027
2015m11,1.286332
2015m12,1.393891
2016m1,1.353016
2016m2,1.400351
2016m3,1.370384
2016m4,1.229882
