date,cat_health_conditions
2008m1,-.0178513
2008m2,.756206
2008m3,1.219127
2008m4,1.125115
2008m5,.5589192
2008m6,-.281849
2008m7,-.9434137
2008m8,-.8078281
2008m9,-.0922802
2008m10,.5142573
2008m11,.6036174
2008m12,.4502109
2009m1,.4395032
2009m2,.8884605
2009m3,1.300522
2009m4,1.385336
2009m5,.9564649
2009m6,.2131602
2009m7,-.3495516
2009m8,-.4229056
2009m9,.2140644
2009m10,1.111355
2009m11,1.453027
2009m12,1.267525
2010m1,.9406762
2010m2,1.066473
2010m3,1.234977
2010m4,1.065639
2010m5,.3492121
2010m6,-.4945858
2010m7,-.9979237
2010m8,-.8997505
2010m9,-.2840941
2010m10,.2016461
2010m11,.1958638
2010m12,-.1907481
2011m1,-.3543271
2011m2,-.072312
2011m3,.3245786
2011m4,.2884372
2011m5,-.2451903
2011m6,-1.011846
2011m7,-1.468445
2011m8,-1.428395
2011m9,-.9530861
2011m10,-.37375
2011m11,-.1916924
2011m12,-.2814597
2012m1,-.1760329
2012m2,.0824442
2012m3,.2155033
2012m4,-.0189599
2012m5,-.6144512
2012m6,-1.225712
2012m7,-1.519277
2012m8,-1.475496
2012m9,-1.06005
2012m10,-.6385895
2012m11,-.5229983
2012m12,-.5663452
2013m1,-.4919013
2013m2,-.2788569
2013m3,-.0226179
2013m4,-.0727524
2013m5,-.5330015
2013m6,-1.079883
2013m7,-1.270477
2013m8,-1.060752
2013m9,-.4347252
2013m10,.0205074
2013m11,-.035716
2013m12,-.2862195
2014m1,-.2570685
2014m2,.0657954
2014m3,.3356774
2014m4,.2789996
2014m5,-.2268721
2014m6,-.8108304
2014m7,-1.059707
2014m8,-.9117481
2014m9,-.2776457
2014m10,.2182098
2014m11,.2578188
2014m12,.0006175
2015m1,-.1453715
2015m2,.1728544
2015m3,.6328863
2015m4,.6911283
2015m5,.2433432
2015m6,-.2676862
2015m7,-.6226893
2015m8,-.4594447
2015m9,.2179144
2015m10,.7083613
2015m11,.6512721
2015m12,.4357793
2016m1,.504654
2016m2,1.030392
2016m3,1.589179
2016m4,2.109454
