region,date,protectionnisme
Picardie,2013m1,.45156699
Picardie,2013m2,.2920666
Picardie,2013m3,.99659526
Picardie,2013m4,.34224778
Picardie,2013m5,.52465785
Picardie,2013m6,-.11794554
Picardie,2013m7,-1.2183529
Picardie,2013m8,-1.3266053
Picardie,2013m9,.17900947
Picardie,2013m10,-.070556059
Picardie,2013m11,-.071039751
Picardie,2013m12,-.70640993
Picardie,2014m1,.18199614
Picardie,2014m2,-.030106794
Picardie,2014m3,-.0088092918
Picardie,2014m4,-.18180762
Picardie,2014m5,-.42305759
Picardie,2014m6,.073593579
Picardie,2014m7,-.69078147
Picardie,2014m8,-.85517848
Picardie,2014m9,.64072084
Picardie,2014m10,.4721866
Picardie,2014m11,.75669521
Picardie,2014m12,.13671039
Picardie,2015m1,.48810703
Picardie,2015m2,.1388002
Picardie,2015m3,.050415725
Picardie,2015m4,-.29111153
Picardie,2015m5,-.49629155
Picardie,2015m6,.13020028
Picardie,2015m7,-1.1771035
Picardie,2015m8,-.89224184
Picardie,2015m9,-.20583951
Picardie,2015m10,.092762701
Picardie,2015m11,.55956548
Picardie,2015m12,-.25683731
Picardie,2016m1,.33266309
Picardie,2016m2,.22572497
Picardie,2016m3,.80753368
Picardie,2016m4,.068954974
Picardie,2016m5,.14873776
Picardie,2016m6,.34992012
Picardie,2016m7,-.93314195
Picardie,2016m8,-1.3976638
Picardie,2016m9,.38075012
Picardie,2016m10,.36290494
Picardie,2016m11,1.0926849
Picardie,2016m12,.20019086
Picardie,2017m1,.89548862
Picardie,2017m2,.042248357
Picardie,2017m3,-.076679386
