date,swb_worry
2011m1,-.9317175
2011m2,-.8266655
2011m3,-.7585346
2011m4,-.7089432
2011m5,-.7666883
2011m6,-.5968693
2011m7,-.1786408
2011m8,.5561493
2011m9,1.094819
2011m10,.8762791
2011m11,.2222579
2011m12,-.3671145
2012m1,-.5826538
2012m2,-.6796228
2012m3,-.840729
2012m4,-.9966885
2012m5,-1.104013
2012m6,-1.196083
2012m7,-1.141906
2012m8,-.6899294
2012m9,-.125193
2012m10,.1416595
2012m11,.1680607
2012m12,-.1934532
2013m1,-.4556498
2013m2,-.7590472
2013m3,-1.250556
2013m4,-1.446034
2013m5,-1.548535
2013m6,-1.589137
2013m7,-1.483288
2013m8,-1.421291
2013m9,-1.494097
2013m10,-1.58444
2013m11,-1.565621
2013m12,-1.333081
2014m1,-1.03881
2014m2,-1.02407
2014m3,-1.252455
2014m4,-1.452893
2014m5,-1.654616
2014m6,-1.837003
2014m7,-1.912611
2014m8,-1.742807
2014m9,-1.415664
2014m10,-1.289146
2014m11,-1.646731
2014m12,-1.94218
2015m1,-2.029126
2015m2,-2.042116
2015m3,-1.973395
2015m4,-1.974858
2015m5,-2.098869
2015m6,-2.257838
2015m7,-2.147856
2015m8,-1.73173
2015m9,-1.460946
2015m10,-1.621076
2015m11,-2.145777
2015m12,-2.740795
2016m1,-3.062736
2016m2,-3.107298
2016m3,-2.967376
2016m4,-2.610306
