date,swb_worry
2011m1,.361304
2011m2,.4523368
2011m3,.3108669
2011m4,-.0387119
2011m5,-.230292
2011m6,-.0491074
2011m7,.3349749
2011m8,1.013502
2011m9,1.505094
2011m10,1.53806
2011m11,1.216263
2011m12,.9398793
2012m1,.7501432
2012m2,.4232051
2012m3,.0422686
2012m4,-.2564478
2012m5,-.4322256
2012m6,-.3863534
2012m7,-.1315331
2012m8,.2517804
2012m9,.7416789
2012m10,.8761787
2012m11,.6038337
2012m12,.3043553
2013m1,.0226389
2013m2,-.3064702
2013m3,-.5683303
2013m4,-.7001002
2013m5,-.6703666
2013m6,-.7262974
2013m7,-.9425486
2013m8,-.902748
2013m9,-.7731881
2013m10,-.8296064
2013m11,-.9338653
2013m12,-.7581775
2014m1,-.4139788
2014m2,-.3598486
2014m3,-.6721012
2014m4,-1.111856
2014m5,-1.49895
2014m6,-1.639482
2014m7,-1.667959
2014m8,-1.507734
2014m9,-1.09583
2014m10,-.8892662
2014m11,-.970899
2014m12,-1.062107
2015m1,-1.002327
2015m2,-1.074519
2015m3,-1.158275
2015m4,-1.506156
2015m5,-1.94232
2015m6,-2.098883
2015m7,-1.951882
2015m8,-1.529855
2015m9,-1.03288
2015m10,-.9722575
2015m11,-1.229335
2015m12,-1.514127
2016m1,-1.628302
2016m2,-1.578423
2016m3,-1.539163
2016m4,-1.569058
