region,date,social
Champagne-Ardenne,2013m1,.2319216231505076
Champagne-Ardenne,2013m2,-.2844813354313374
Champagne-Ardenne,2013m3,.2236640353997549
Champagne-Ardenne,2013m4,.2975528289874395
Champagne-Ardenne,2013m5,-.389878438708062
Champagne-Ardenne,2013m6,-.0391583330929279
Champagne-Ardenne,2013m7,-.1777050346136093
Champagne-Ardenne,2013m8,-.7374693552652994
Champagne-Ardenne,2013m9,-.0567654296755791
Champagne-Ardenne,2013m10,-.109524076183637
Champagne-Ardenne,2013m11,-.1223304569721222
Champagne-Ardenne,2013m12,-.1682469596465429
Champagne-Ardenne,2014m1,-.266807958483696
Champagne-Ardenne,2014m2,-.1948195397853851
Champagne-Ardenne,2014m3,-.5113904302318891
Champagne-Ardenne,2014m4,-.1226119734346867
Champagne-Ardenne,2014m5,-.054047791287303
Champagne-Ardenne,2014m6,-.26500304043293
Champagne-Ardenne,2014m7,-.0804608364899953
Champagne-Ardenne,2014m8,-.6507036460097879
Champagne-Ardenne,2014m9,.4816490213076274
Champagne-Ardenne,2014m10,-.1290647089481354
Champagne-Ardenne,2014m11,.2812351534763972
Champagne-Ardenne,2014m12,-.5657400066653887
Champagne-Ardenne,2015m1,.4205468967556953
Champagne-Ardenne,2015m2,-.3588238408168157
Champagne-Ardenne,2015m3,.3535348027944565
Champagne-Ardenne,2015m4,-.4965981170535088
Champagne-Ardenne,2015m5,-.105921097099781
Champagne-Ardenne,2015m6,.1176160328711073
Champagne-Ardenne,2015m7,.4985464755445719
Champagne-Ardenne,2015m8,-.8029600481192271
Champagne-Ardenne,2015m9,.3031116773684819
Champagne-Ardenne,2015m10,-.3690898468097051
Champagne-Ardenne,2015m11,.0136973882714907
Champagne-Ardenne,2015m12,-.9157330592473348
Champagne-Ardenne,2016m1,-.1436218693852425
Champagne-Ardenne,2016m2,-.4444103166460991
Champagne-Ardenne,2016m3,-.338882094870011
Champagne-Ardenne,2016m4,-.3291474369664987
Champagne-Ardenne,2016m5,-.1497417191664378
Champagne-Ardenne,2016m6,
