date,cat_family
2008m1,-1.830507
2008m2,-1.810508
2008m3,-1.884431
2008m4,-1.975841
2008m5,-2.101926
2008m6,-2.139839
2008m7,-1.942517
2008m8,-1.541361
2008m9,-1.074867
2008m10,-.9071574
2008m11,-.9863924
2008m12,-1.079276
2009m1,-1.143577
2009m2,-1.124668
2009m3,-1.051826
2009m4,-1.052786
2009m5,-1.041676
2009m6,-1.005438
2009m7,-.8355305
2009m8,-.4284456
2009m9,.4129098
2009m10,1.383529
2009m11,1.60653
2009m12,1.40616
2010m1,1.112169
2010m2,1.077381
2010m3,.9986504
2010m4,.8861241
2010m5,.7663738
2010m6,.7488098
2010m7,.9527435
2010m8,1.313793
2010m9,1.511682
2010m10,1.582301
2010m11,1.37868
2010m12,.8746776
2011m1,.4190757
2011m2,.1758149
2011m3,.1420228
2011m4,.2244508
2011m5,.1958931
2011m6,.2696885
2011m7,.5071422
2011m8,.7289465
2011m9,1.076127
2011m10,1.201726
2011m11,1.041253
2011m12,.8659064
2012m1,.6927018
2012m2,.4491028
2012m3,.2912476
2012m4,.2765096
2012m5,.136867
2012m6,.0826218
2012m7,.3569024
2012m8,.8353319
2012m9,1.206352
2012m10,1.28939
2012m11,1.050311
2012m12,.7340615
2013m1,.5172073
2013m2,.3319283
2013m3,.2268492
2013m4,.0074665
2013m5,-.2880394
2013m6,-.3829311
2013m7,-.1957367
2013m8,.1643033
2013m9,.5026757
2013m10,.6360898
2013m11,.4267414
2013m12,.0347295
2014m1,-.295713
2014m2,-.5100779
2014m3,-.6214284
2014m4,-.6214788
2014m5,-.6140221
2014m6,-.5691787
2014m7,-.3595622
2014m8,-.1270477
2014m9,-.0055936
2014m10,-.0538427
2014m11,-.2762535
2014m12,-.5141646
2015m1,-.7022614
2015m2,-.8740388
2015m3,-.9933892
2015m4,-1.070629
2015m5,-1.02547
2015m6,-.7786133
2015m7,-.2131402
2015m8,.3369435
2015m9,.6757252
2015m10,.8044124
2015m11,.7029777
2015m12,.5320322
2016m1,.3206578
2016m2,.0652002
2016m3,-.1664572
2016m4,-.3302609
