date,swb_respect
2008m1,1.013462
2008m2,-.1563195
2008m3,-.9322264
2008m4,-.9411263
2008m5,-.5373662
2008m6,.0136712
2008m7,.1456463
2008m8,.1995706
2008m9,.0962
2008m10,.200315
2008m11,.5192137
2008m12,.4789693
2009m1,.8999714
2009m2,.769888
2009m3,.5062597
2009m4,.4864408
2009m5,.4722764
2009m6,.6719806
2009m7,1.23795
2009m8,1.425587
2009m9,.9490171
2009m10,.0229715
2009m11,-.1814246
2009m12,.2828664
2010m1,.7616935
2010m2,.9483073
2010m3,.3921113
2010m4,-.3592894
2010m5,-.8903217
2010m6,-.8440868
2010m7,-.3555522
2010m8,.4035316
2010m9,.8302622
2010m10,.7642455
2010m11,.4845881
2010m12,.3586361
2011m1,.2191229
2011m2,-.160789
2011m3,-.1509412
2011m4,.0648193
2011m5,.1360978
2011m6,.1637387
2011m7,.3170254
2011m8,.7842445
2011m9,1.202392
2011m10,1.21221
2011m11,1.215794
2011m12,1.176277
2012m1,1.130016
2012m2,1.045847
2012m3,1.053479
2012m4,1.04202
2012m5,.874813
2012m6,.4442896
2012m7,.0702818
2012m8,-.0229467
2012m9,-.1116937
2012m10,-.1777452
2012m11,.0087175
2012m12,.1445331
2013m1,.401869
2013m2,.1805859
2013m3,-.1188167
2013m4,-.250923
2013m5,-.2436706
2013m6,-.284627
2013m7,-.0337476
2013m8,.5315691
2013m9,1.008821
2013m10,1.194183
2013m11,1.258799
2013m12,1.223919
2014m1,1.238578
2014m2,1.032334
2014m3,.4253519
2014m4,-.1555659
2014m5,-.5023642
2014m6,-.4262963
2014m7,-.2587701
2014m8,-.2479086
2014m9,-.3618643
2014m10,-.5506789
2014m11,-.6632993
2014m12,-.380639
2015m1,-.0924183
2015m2,-.2335908
2015m3,-.5273361
2015m4,-.4918951
2015m5,-.3932145
2015m6,-.5696674
2015m7,-.5876411
2015m8,-.7259908
2015m9,-.8692638
2015m10,-.9255911
2015m11,-.7190951
2015m12,-.499569
2016m1,-.1664109
2016m2,-.4132676
2016m3,-1.388105
2016m4,-2.880778
