date,swb_laugh
2011m1,-.8304266
2011m2,-.3538952
2011m3,.1161492
2011m4,.3623547
2011m5,.4017372
2011m6,.2911013
2011m7,-.2592665
2011m8,-.4798369
2011m9,-.3728793
2011m10,-.0027115
2011m11,.189604
2011m12,.1401061
2012m1,-.1298312
2012m2,-.165307
2012m3,.306674
2012m4,1.033645
2012m5,1.614548
2012m6,1.611188
2012m7,1.09369
2012m8,.3279857
2012m9,-.4357445
2012m10,-.6617654
2012m11,-.5700124
2012m12,-.678173
2013m1,-.8784495
2013m2,-.6633524
2013m3,-.3514032
2013m4,-.1434334
2013m5,.2916606
2013m6,.6742224
2013m7,.7714244
2013m8,.3042477
2013m9,-.146164
2013m10,-.188254
2013m11,-.2632741
2013m12,-.5724944
2014m1,-.9710336
2014m2,-.9978743
2014m3,-.5269077
2014m4,-.1734667
2014m5,.0493942
2014m6,-.0481795
2014m7,-.4209485
2014m8,-.892181
2014m9,-1.559392
2014m10,-1.732936
2014m11,-1.099917
2014m12,-.6243936
2015m1,-.4386213
2015m2,-.3142242
2015m3,-.35368
2015m4,-.4716088
2015m5,-.2605217
2015m6,-.1918584
2015m7,-.313148
2015m8,-.9521875
2015m9,-1.520799
2015m10,-1.360536
2015m11,-.5668136
2015m12,.2337589
2016m1,.235134
2016m2,-.2515965
2016m3,-1.093165
2016m4,-2.266004
