date,cat_health_worries
2011m1,1.749202
2011m2,1.556848
2011m3,1.280683
2011m4,.9398374
2011m5,.7966411
2011m6,.7622024
2011m7,.8565221
2011m8,1.196955
2011m9,1.460285
2011m10,1.450637
2011m11,1.282069
2011m12,1.21394
2012m1,1.327734
2012m2,1.316282
2012m3,1.149488
2012m4,.8315858
2012m5,.6091716
2012m6,.4980232
2012m7,.4745719
2012m8,.525462
2012m9,.5599274
2012m10,.5262661
2012m11,.4210425
2012m12,.3844731
2013m1,.4409111
2013m2,.4558731
2013m3,.4466291
2013m4,.3601989
2013m5,.2613288
2013m6,.0750832
2013m7,-.0756867
2013m8,-.1567699
2013m9,-.1897661
2013m10,-.1516694
2013m11,-.1678025
2013m12,-.1726096
2014m1,-.0805363
2014m2,-.0289085
2014m3,-.090293
2014m4,-.3342909
2014m5,-.5268609
2014m6,-.7926235
2014m7,-1.063524
2014m8,-1.23746
2014m9,-1.288258
2014m10,-1.329801
2014m11,-1.464322
2014m12,-1.618473
2015m1,-1.697177
2015m2,-1.747582
2015m3,-1.810679
2015m4,-1.865061
2015m5,-1.795367
2015m6,-1.432274
2015m7,-.7933947
2015m8,-.4028956
2015m9,-.2808586
2015m10,-.267544
2015m11,-.299977
2015m12,-.3727705
2016m1,-.3843935
2016m2,-.3604005
2016m3,-.3946303
2016m4,-.5352136
