date,cat_family_stress
2011m1,.1495188
2011m2,-.1116687
2011m3,-.1981465
2011m4,.1675904
2011m5,.6650614
2011m6,.9330118
2011m7,1.058985
2011m8,.8620928
2011m9,.4310508
2011m10,-.0615291
2011m11,-.4027171
2011m12,-.5769466
2012m1,-.4094958
2012m2,-.4182611
2012m3,-.3425805
2012m4,-.0601147
2012m5,.3700165
2012m6,.9349219
2012m7,1.137411
2012m8,.8473759
2012m9,.0056521
2012m10,-.7425087
2012m11,-1.266966
2012m12,-1.398087
2013m1,-.8374422
2013m2,-.2923603
2013m3,.2983173
2013m4,.7234234
2013m5,.8351373
2013m6,1.041635
2013m7,1.120659
2013m8,.8940573
2013m9,.2512211
2013m10,-.5365983
2013m11,-1.211942
2013m12,-1.303406
2014m1,-.8035781
2014m2,-.5319324
2014m3,-.4042242
2014m4,-.1189776
2014m5,.4503909
2014m6,.9673005
2014m7,1.173314
2014m8,.9747006
2014m9,.4015485
2014m10,-.328727
2014m11,-1.078618
2014m12,-1.297565
2015m1,-.9528608
2015m2,-.6129591
2015m3,-.1634871
2015m4,.2994029
2015m5,.6201764
2015m6,1.122689
2015m7,1.337426
2015m8,.911595
2015m9,.0418288
2015m10,-.6605868
2015m11,-1.163145
2015m12,-1.200413
2016m1,-.6713042
2016m2,-.4253032
2016m3,-.3678752
2016m4,-.0751858
