date,cat_summer_leisure
2011m1,-.8329919
2011m2,-.4594958
2011m3,.0165779
2011m4,.5084035
2011m5,1.075267
2011m6,1.519159
2011m7,1.498813
2011m8,.9176503
2011m9,.1495036
2011m10,-.5303878
2011m11,-.9621964
2011m12,-1.069012
2012m1,-.893036
2012m2,-.5155909
2012m3,.0820674
2012m4,.6973431
2012m5,1.200035
2012m6,1.495998
2012m7,1.27576
2012m8,.6454244
2012m9,-.1501608
2012m10,-.773177
2012m11,-1.081966
2012m12,-1.072321
2013m1,-.8090413
2013m2,-.4663966
2013m3,-.0069635
2013m4,.4686811
2013m5,.9121345
2013m6,1.176359
2013m7,.9826858
2013m8,.3904123
2013m9,-.3294969
2013m10,-.8288329
2013m11,-1.122535
2013m12,-1.192303
2014m1,-1.043491
2014m2,-.7207482
2014m3,-.282368
2014m4,.2192501
2014m5,.8501958
2014m6,1.457257
2014m7,1.51144
2014m8,.8991873
2014m9,-.0127577
2014m10,-.6927676
2014m11,-1.065196
2014m12,-1.123559
2015m1,-.9378756
2015m2,-.6069547
2015m3,-.1019484
2015m4,.4538935
2015m5,.9893728
2015m6,1.502463
2015m7,1.367369
2015m8,.7055115
2015m9,-.1277267
2015m10,-.7866743
2015m11,-1.125765
2015m12,-1.082198
2016m1,-.8022625
2016m2,-.5679893
2016m3,-.4187231
2016m4,-.3733055
