date,cat_spirituality
2011m1,.6627263
2011m2,.7956009
2011m3,.7247409
2011m4,.5404577
2011m5,.1041317
2011m6,-.398121
2011m7,-.6999757
2011m8,-.5027172
2011m9,.2802643
2011m10,.9024142
2011m11,.9178645
2011m12,.5022706
2012m1,.3585366
2012m2,.4288731
2012m3,.4069079
2012m4,.2761639
2012m5,-.264652
2012m6,-.7540504
2012m7,-.8070264
2012m8,-.2637695
2012m9,.6062084
2012m10,.7974448
2012m11,.3674679
2012m12,-.0472938
2013m1,.0244222
2013m2,.072485
2013m3,-.3146312
2013m4,-.8577498
2013m5,-1.497113
2013m6,-1.834448
2013m7,-1.579567
2013m8,-.8330293
2013m9,.0831815
2013m10,.5429185
2013m11,.4001657
2013m12,.1531969
2014m1,.1237141
2014m2,.3329588
2014m3,.3676566
2014m4,.2164764
2014m5,-.5150327
2014m6,-1.163118
2014m7,-1.245655
2014m8,-.7231716
2014m9,.1718586
2014m10,.7365203
2014m11,.68462
2014m12,.3940763
2015m1,.3251403
2015m2,.6131053
2015m3,.7367563
2015m4,.4264182
2015m5,-.4072088
2015m6,-1.112226
2015m7,-1.266796
2015m8,-.6695976
2015m9,.3062637
2015m10,.7299843
2015m11,.5313364
2015m12,.034383
2016m1,-.0755404
2016m2,.1225318
2016m3,.3509091
2016m4,.6793374
