region,date,solidarite
Centre,2013m1,-.544653
Centre,2013m2,.23790728
Centre,2013m3,.51565278
Centre,2013m4,.12333114
Centre,2013m5,.14196722
Centre,2013m6,.8381303
Centre,2013m7,-.85367829
Centre,2013m8,-1.0804415
Centre,2013m9,.89170623
Centre,2013m10,-.7336334
Centre,2013m11,.39483979
Centre,2013m12,-1.3403486
Centre,2014m1,-.050618418
Centre,2014m2,.12693621
Centre,2014m3,-.062645644
Centre,2014m4,-.67694575
Centre,2014m5,-.29895812
Centre,2014m6,-.27253696
Centre,2014m7,-.58525866
Centre,2014m8,-.15159416
Centre,2014m9,1.2428274
Centre,2014m10,.23956573
Centre,2014m11,.67604721
Centre,2014m12,-.90469337
Centre,2015m1,.41013667
Centre,2015m2,2.0396943
Centre,2015m3,.4400903
Centre,2015m4,-.079427987
Centre,2015m5,-.12919372
Centre,2015m6,.16860223
Centre,2015m7,-1.1503893
Centre,2015m8,-.21928263
Centre,2015m9,2.1197131
Centre,2015m10,.51369292
Centre,2015m11,.34609997
Centre,2015m12,-1.0507866
Centre,2016m1,1.7945381
Centre,2016m2,.86301047
Centre,2016m3,-.41213319
Centre,2016m4,-.29768339
Centre,2016m5,-.61337775
Centre,2016m6,-.56022507
Centre,2016m7,-1.5582322
Centre,2016m8,-1.3468426
Centre,2016m9,.77279174
Centre,2016m10,.3295922
Centre,2016m11,-.061174192
Centre,2016m12,-.51876622
Centre,2017m1,-.27404121
Centre,2017m2,-.060291197
Centre,2017m3,.44433117
