worry
.3405066
-.4153845
.0845208
.0046876
.2387568
.4763252
-.2853982
1.695698
.6464052
2.290604
.914597
.9321807
.8727338
.2379811
-1.133638
-.7574515
-.6152434
-.2421411
.2002273
1.269292
1.044209
1.409659
2.193673
1.445907
.3939853
-.527301
-.459767
-.6038615
-.0976783
.1452997
-.6937514
.6566706
.1911499
.6554741
.8248714
1.043988
1.425828
-.0620997
-1.225046
-.8518603
.1617394
-.6478344
-.3500173
.0477769
1.205275
1.141328
.5767445
.3152155
-.084245
.0133146
-.8918328
-1.463082
-.6217507
-.7969488
-.2497085
.3805598
.708859
