region,date,immigration
Basse-Normandie,2013m1,-.35615978
Basse-Normandie,2013m2,-.35708517
Basse-Normandie,2013m3,.18623957
Basse-Normandie,2013m4,-.18951984
Basse-Normandie,2013m5,-.11504869
Basse-Normandie,2013m6,-.42805389
Basse-Normandie,2013m7,-.96658301
Basse-Normandie,2013m8,-.7853924
Basse-Normandie,2013m9,-.23115727
Basse-Normandie,2013m10,-.10977203
Basse-Normandie,2013m11,-.069835983
Basse-Normandie,2013m12,-.19716443
Basse-Normandie,2014m1,-.19256602
Basse-Normandie,2014m2,-.12806951
Basse-Normandie,2014m3,-.25707498
Basse-Normandie,2014m4,-.73609722
Basse-Normandie,2014m5,-.63381463
Basse-Normandie,2014m6,-.68990493
Basse-Normandie,2014m7,-.67638129
Basse-Normandie,2014m8,-.40382481
Basse-Normandie,2014m9,.84424579
Basse-Normandie,2014m10,.5245831
Basse-Normandie,2014m11,.024791516
Basse-Normandie,2014m12,.089744501
Basse-Normandie,2015m1,-.090929858
Basse-Normandie,2015m2,-.23315899
Basse-Normandie,2015m3,-.25324804
Basse-Normandie,2015m4,-.35699958
Basse-Normandie,2015m5,-.060778227
Basse-Normandie,2015m6,.030292649
Basse-Normandie,2015m7,-.57604522
Basse-Normandie,2015m8,.55899
Basse-Normandie,2015m9,2.1716475
Basse-Normandie,2015m10,.66235918
Basse-Normandie,2015m11,.52486682
Basse-Normandie,2015m12,.16914915
Basse-Normandie,2016m1,.48994175
Basse-Normandie,2016m2,.37964171
Basse-Normandie,2016m3,.21602297
Basse-Normandie,2016m4,.24961838
Basse-Normandie,2016m5,-.18996905
Basse-Normandie,2016m6,-.31897306
Basse-Normandie,2016m7,-.079521336
Basse-Normandie,2016m8,-.15556051
Basse-Normandie,2016m9,.5734458
Basse-Normandie,2016m10,1.4049878
Basse-Normandie,2016m11,.29649022
Basse-Normandie,2016m12,-.32934663
Basse-Normandie,2017m1,.38620481
Basse-Normandie,2017m2,.0095388452
Basse-Normandie,2017m3,.17972594
