worry
.4862127
.7458178
.5268268
-.0785683
-.607974
.0799394
.3610174
.7694248
.9940813
1.996801
.4273807
.5031902
.7656165
.161361
-.1783058
-.5129237
-.7980132
-.5784339
-.2505726
.6841974
.1829944
1.573311
.871962
1.209214
.4408772
.3322464
-.4774859
-.6953463
-.7910041
.0900624
-.3875333
.1977517
.799603
.7822111
-.2582905
.7752137
.5826767
1.161566
.1094447
.1459816
-.6537912
-.8855619
-.4891996
.3653555
1.281837
.704273
.7294431
.2509727
.4151191
-.4845985
-.0059078
-.3252659
-.8135818
-.2748994
-.0531261
.1705406
1.035859
