date,cat_personal_security
2011m1,-.7214923
2011m2,-.5036063
2011m3,-.3578261
2011m4,-.3116573
2011m5,-.5190253
2011m6,-.7222723
2011m7,-.7105379
2011m8,-.6425534
2011m9,-.4209015
2011m10,-.4666496
2011m11,-.5201377
2011m12,-.5520982
2012m1,-.4750119
2012m2,-.2514133
2012m3,-.069592
2012m4,-.0738404
2012m5,-.0915488
2012m6,-.1505355
2012m7,-.1003694
2012m8,-.1907731
2012m9,-.1168376
2012m10,.1993304
2012m11,.9495929
2012m12,1.874683
2013m1,1.969937
2013m2,1.341521
2013m3,.8667901
2013m4,.58428
2013m5,-.0508799
2013m6,-.5792634
2013m7,-.6888602
2013m8,-.5471072
2013m9,-.4335331
2013m10,-.3948534
2013m11,-.399503
2013m12,-.5953348
2014m1,-.6936379
2014m2,-.610037
2014m3,-.4322594
2014m4,-.332575
2014m5,-.5094936
2014m6,-.5840341
2014m7,-.5092108
2014m8,-.3771888
2014m9,-.2029149
2014m10,-.1529101
2014m11,-.1255938
2014m12,-.1098652
2015m1,-.0745887
2015m2,-.1887845
2015m3,-.3207748
2015m4,-.3191977
2015m5,-.4839337
2015m6,-.516656
2015m7,-.477886
2015m8,-.2630602
2015m9,.4352869
2015m10,1.573339
2015m11,2.568837
2015m12,2.563126
2016m1,1.902537
2016m2,1.233749
2016m3,.7702559
2016m4,.1093509
