date,swb_laugh
2011m1,-.2545865
2011m2,-.1556227
2011m3,-.096628
2011m4,-.0308659
2011m5,.3143564
2011m6,.4292035
2011m7,.1892242
2011m8,-.4156634
2011m9,-.804498
2011m10,-.4097742
2011m11,.2697462
2011m12,.3422128
2012m1,.0675955
2012m2,.2591916
2012m3,.7302095
2012m4,1.415342
2012m5,1.774011
2012m6,1.664305
2012m7,1.17058
2012m8,.3937699
2012m9,-.2874785
2012m10,-.464249
2012m11,-.474241
2012m12,-.4499394
2013m1,-.7343453
2013m2,-.5126342
2013m3,.220921
2013m4,.5573692
2013m5,.8855372
2013m6,1.07526
2013m7,.9050144
2013m8,.7050437
2013m9,.6371428
2013m10,.8276729
2013m11,1.01957
2013m12,.7459767
2014m1,.1333792
2014m2,-.0921412
2014m3,.0014165
2014m4,.2275867
2014m5,.5230373
2014m6,.695542
2014m7,.9103004
2014m8,.57483
2014m9,.0126333
2014m10,.0538523
2014m11,.7022386
2014m12,1.007328
2015m1,.9959829
2015m2,.99793
2015m3,.9787224
2015m4,.9264721
2015m5,.8723363
2015m6,1.032237
2015m7,1.098421
2015m8,.7020584
2015m9,.422531
2015m10,.6169264
2015m11,1.146803
2015m12,1.650007
2016m1,1.732885
2016m2,1.855319
2016m3,1.961213
2016m4,1.993436
