region,date,housing
Picardie,2013m1,.0514366362243891
Picardie,2013m2,.118664762377739
Picardie,2013m3,-.0138396441936493
Picardie,2013m4,.3781106978654861
Picardie,2013m5,-.05300652384758
Picardie,2013m6,-.2018059022724628
Picardie,2013m7,-.1257556434255093
Picardie,2013m8,.1158656626939774
Picardie,2013m9,-.4630236506462097
Picardie,2013m10,-.6852991461753846
Picardie,2013m11,-1.052843153476715
Picardie,2013m12,-1.590513682365418
Picardie,2014m1,-.4986933439970017
Picardie,2014m2,-.4461355924606323
Picardie,2014m3,-.6939092636108398
Picardie,2014m4,-.7219291031360626
Picardie,2014m5,-.5006965160369873
Picardie,2014m6,-.5098233819007874
Picardie,2014m7,.0725899167358875
Picardie,2014m8,.2699855323880911
Picardie,2014m9,.0622645080089569
Picardie,2014m10,-.6473595201969147
Picardie,2014m11,-.6802515812218189
Picardie,2014m12,-1.483056235313416
Picardie,2015m1,-.3016448333859444
Picardie,2015m2,-.2075346380472183
Picardie,2015m3,-.0452981173992157
Picardie,2015m4,.0071504458785057
Picardie,2015m5,-.0360828518867493
Picardie,2015m6,-.0249180480837822
Picardie,2015m7,.2432815790176392
Picardie,2015m8,.3509262140840292
Picardie,2015m9,-.2194665275514126
Picardie,2015m10,-.7512917220592499
Picardie,2015m11,-1.392031145095825
Picardie,2015m12,-1.505611908435821
Picardie,2016m1,.2258802235126495
Picardie,2016m2,.4267967239022255
Picardie,2016m3,.0803111881017685
Picardie,2016m4,-.0168989606201649
Picardie,2016m5,-.0664177462458611
Picardie,2016m6,
