region,date,housing
Lorraine,2013m1,-.0189630575478077
Lorraine,2013m2,-.0368901804089546
Lorraine,2013m3,.1415734352078289
Lorraine,2013m4,.0554960139095783
Lorraine,2013m5,-.0824549727141857
Lorraine,2013m6,-.1157999279443175
Lorraine,2013m7,.7103959143161773
Lorraine,2013m8,.9207030355930328
Lorraine,2013m9,-.1292402678634971
Lorraine,2013m10,-.5687991976737976
Lorraine,2013m11,-1.272441232204437
Lorraine,2013m12,-1.680850338935852
Lorraine,2014m1,-.4917382955551147
Lorraine,2014m2,-.2012088537216186
Lorraine,2014m3,-.6261840999126435
Lorraine,2014m4,-.446894896030426
Lorraine,2014m5,-.5600449562072753
Lorraine,2014m6,-.5999687600880861
Lorraine,2014m7,.6327794879674912
Lorraine,2014m8,.9649645432829856
Lorraine,2014m9,-.3489525392651558
Lorraine,2014m10,-.6560776799917221
Lorraine,2014m11,-.9842748045921326
Lorraine,2014m12,-1.751003193855286
Lorraine,2015m1,-.6518628478050232
Lorraine,2015m2,-.4862487971782684
Lorraine,2015m3,.1370039269328117
Lorraine,2015m4,-.2144300609827042
Lorraine,2015m5,-.1312315560877323
Lorraine,2015m6,-.3199023507535458
Lorraine,2015m7,.8192210495471954
Lorraine,2015m8,.5670426368713379
Lorraine,2015m9,-.3618284625932574
Lorraine,2015m10,-1.050176167488098
Lorraine,2015m11,-1.654936575889587
Lorraine,2015m12,-1.801625335216522
Lorraine,2016m1,-.1827045246958733
Lorraine,2016m2,.1763576805591583
Lorraine,2016m3,.0893126420676708
Lorraine,2016m4,.548581962287426
Lorraine,2016m5,-.4511516571044922
Lorraine,2016m6,
