region,date,mal_etre
Poitou-Charentes,2013m1,-.91653723
Poitou-Charentes,2013m2,-.40957633
Poitou-Charentes,2013m3,-.83714271
Poitou-Charentes,2013m4,-1.2499709
Poitou-Charentes,2013m5,-.70189524
Poitou-Charentes,2013m6,-1.515949
Poitou-Charentes,2013m7,-1.4082227
Poitou-Charentes,2013m8,-1.7427831
Poitou-Charentes,2013m9,-.73125958
Poitou-Charentes,2013m10,-.81839341
Poitou-Charentes,2013m11,-.88493234
Poitou-Charentes,2013m12,-1.1290317
Poitou-Charentes,2014m1,.2726478
Poitou-Charentes,2014m2,-.42490354
Poitou-Charentes,2014m3,-.46187699
Poitou-Charentes,2014m4,-.48997715
Poitou-Charentes,2014m5,-.3651925
Poitou-Charentes,2014m6,-.69241762
Poitou-Charentes,2014m7,-1.1063142
Poitou-Charentes,2014m8,-.90631199
Poitou-Charentes,2014m9,.1312262
Poitou-Charentes,2014m10,-.44857901
Poitou-Charentes,2014m11,-.44760552
Poitou-Charentes,2014m12,-.80059421
Poitou-Charentes,2015m1,.53040153
Poitou-Charentes,2015m2,-.25453562
Poitou-Charentes,2015m3,.42684773
Poitou-Charentes,2015m4,-.64263272
Poitou-Charentes,2015m5,-.19594352
Poitou-Charentes,2015m6,.12456993
Poitou-Charentes,2015m7,-.45669001
Poitou-Charentes,2015m8,-.26604342
Poitou-Charentes,2015m9,.99549544
Poitou-Charentes,2015m10,.55185467
Poitou-Charentes,2015m11,.13431717
Poitou-Charentes,2015m12,-.51819861
Poitou-Charentes,2016m1,1.7018991
Poitou-Charentes,2016m2,1.7888671
Poitou-Charentes,2016m3,1.745593
Poitou-Charentes,2016m4,1.204091
Poitou-Charentes,2016m5,.6395914
Poitou-Charentes,2016m6,.44548774
Poitou-Charentes,2016m7,.65142655
Poitou-Charentes,2016m8,1.0874656
Poitou-Charentes,2016m9,1.889099
Poitou-Charentes,2016m10,1.1411893
Poitou-Charentes,2016m11,.94512588
Poitou-Charentes,2016m12,.69244671
Poitou-Charentes,2017m1,1.37666
Poitou-Charentes,2017m2,1.5723916
Poitou-Charentes,2017m3,1.6471895
