date,swb_learn
2011m1,-.5362211
2011m2,-.2097904
2011m3,.0147563
2011m4,.0377983
2011m5,.1635786
2011m6,.365999
2011m7,.4030995
2011m8,.4591093
2011m9,.5082515
2011m10,.3500074
2011m11,.0295784
2011m12,-.0784052
2012m1,.1925978
2012m2,.6368385
2012m3,1.01677
2012m4,1.223395
2012m5,1.123825
2012m6,.8429614
2012m7,.6186612
2012m8,.5109036
2012m9,.6977484
2012m10,.8224792
2012m11,.6347133
2012m12,.2431143
2013m1,.2132506
2013m2,.1790709
2013m3,.338724
2013m4,.5475708
2013m5,.458878
2013m6,.2172915
2013m7,-.3124951
2013m8,-.7147063
2013m9,-.8109394
2013m10,-1.07983
2013m11,-1.46831
2013m12,-1.420413
2014m1,-.8178141
2014m2,-.26128
2014m3,.0192066
2014m4,.0223201
2014m5,-.3439107
2014m6,-.8026996
2014m7,-1.316917
2014m8,-1.698185
2014m9,-1.906292
2014m10,-2.077371
2014m11,-2.145955
2014m12,-2.03152
2015m1,-1.703899
2015m2,-1.340958
2015m3,-.9340608
2015m4,-.5891018
2015m5,-.6808807
2015m6,-.8819961
2015m7,-1.028464
2015m8,-1.054285
2015m9,-1.010092
2015m10,-1.109115
2015m11,-1.328373
2015m12,-1.522767
2016m1,-1.359004
2016m2,-1.066823
2016m3,-1.057224
2016m4,-1.180918
