region,date,immigration
Bretagne,2013m1,.33958164
Bretagne,2013m2,-.25317064
Bretagne,2013m3,-.15049671
Bretagne,2013m4,-.43603832
Bretagne,2013m5,-.35934767
Bretagne,2013m6,-.60151398
Bretagne,2013m7,-.88802236
Bretagne,2013m8,-.66491884
Bretagne,2013m9,-.38443798
Bretagne,2013m10,.068544701
Bretagne,2013m11,.095911175
Bretagne,2013m12,-.064673707
Bretagne,2014m1,.23204967
Bretagne,2014m2,-.19637597
Bretagne,2014m3,-.19679441
Bretagne,2014m4,-.20133127
Bretagne,2014m5,-.12393706
Bretagne,2014m6,-.54237926
Bretagne,2014m7,-.80389094
Bretagne,2014m8,-.51394045
Bretagne,2014m9,.26113257
Bretagne,2014m10,.005112831
Bretagne,2014m11,.77842087
Bretagne,2014m12,-.40444401
Bretagne,2015m1,-.22008328
Bretagne,2015m2,-.14639804
Bretagne,2015m3,-.025453191
Bretagne,2015m4,.17855319
Bretagne,2015m5,-.10687336
Bretagne,2015m6,-.13685115
Bretagne,2015m7,-.70712382
Bretagne,2015m8,.35963845
Bretagne,2015m9,2.7841549
Bretagne,2015m10,.66420501
Bretagne,2015m11,.89252633
Bretagne,2015m12,.17370059
Bretagne,2016m1,.44397932
Bretagne,2016m2,.054660663
Bretagne,2016m3,.40846643
Bretagne,2016m4,.1502351
Bretagne,2016m5,-.0022953085
Bretagne,2016m6,-.40469104
Bretagne,2016m7,-.81222779
Bretagne,2016m8,-.6005857
Bretagne,2016m9,.21463785
Bretagne,2016m10,.99929577
Bretagne,2016m11,.60301304
Bretagne,2016m12,-.22422166
Bretagne,2017m1,.27784386
Bretagne,2017m2,.10707738
Bretagne,2017m3,.1540345
