date,cat_family_stress
2011m1,.5275894
2011m2,.0558386
2011m3,-.0109623
2011m4,.2593242
2011m5,.9619051
2011m6,1.788519
2011m7,2.177501
2011m8,1.70494
2011m9,.9361856
2011m10,.3128753
2011m11,-.1844129
2011m12,-.2088884
2012m1,.0347035
2012m2,-.073774
2012m3,-.0359314
2012m4,-.0911153
2012m5,-.0766353
2012m6,.1867379
2012m7,.6629478
2012m8,.7717563
2012m9,.1135717
2012m10,-.4443152
2012m11,-.7590814
2012m12,-.6572161
2013m1,-.2978576
2013m2,-.3267972
2013m3,-.3667352
2013m4,-.2321794
2013m5,-.0152587
2013m6,.5367308
2013m7,.8400894
2013m8,.5323809
2013m9,-.1267536
2013m10,-.6948589
2013m11,-.9508309
2013m12,-.8631307
2014m1,-.2615976
2014m2,-.0867328
2014m3,-.3022453
2014m4,-.61962
2014m5,-.5494411
2014m6,.011196
2014m7,.5700688
2014m8,.5752518
2014m9,.0639735
2014m10,-.5003806
2014m11,-.9976346
2014m12,-.7046163
2015m1,-.2889245
2015m2,-.1866994
2015m3,-.3569421
2015m4,-.610423
2015m5,-.5384229
2015m6,.0399219
2015m7,.6993301
2015m8,.7876541
2015m9,.1193313
2015m10,-.3592761
2015m11,-.7483614
2015m12,-.7684794
2016m1,-.5363916
2016m2,-.3704039
2016m3,-.2520596
2016m4,.1850641
