family_stress_f
.3583846
1.25599
.99123
-.035092
.9400581
1.4148
2.572769
-.4269814
.2678843
-.4681888
-.5322362
-1.230672
-.1936131
-.9189144
-.2453693
-.0079724
.1733021
-.1505601
.910176
2.2188
-1.069199
-.24236
-.7545617
-.0944466
-1.000644
-1.21894
-1.319932
1.048838
-.688096
-.7979921
1.475279
.415741
-1.033451
-1.43698
-2.056232
-.4861521
-1.734159
.1034592
-1.258947
.2028181
.0438557
-1.363078
-.5266345
.535306
1.77437
-.2089898
.0188564
.6058815
1.479851
.1697764
.2697327
.4756704
1.29451
.9707658
.3413181
.0317472
-.8607756
