date,cat_summer_leisure
2011m1,-.7109299
2011m2,-.3001203
2011m3,.1900312
2011m4,.8069257
2011m5,1.396014
2011m6,1.728223
2011m7,1.438039
2011m8,.6771435
2011m9,-.1015626
2011m10,-.6331071
2011m11,-.9484106
2011m12,-.9995322
2012m1,-.7343245
2012m2,-.2532473
2012m3,.4019895
2012m4,1.04992
2012m5,1.525739
2012m6,1.622726
2012m7,1.186325
2012m8,.4752315
2012m9,-.2273479
2012m10,-.8002126
2012m11,-1.152659
2012m12,-1.215404
2013m1,-1.019885
2013m2,-.5912706
2013m3,.01682
2013m4,.624783
2013m5,1.118843
2013m6,1.248813
2013m7,.9124244
2013m8,.275549
2013m9,-.3559724
2013m10,-.8403147
2013m11,-1.151588
2013m12,-1.221613
2014m1,-1.092166
2014m2,-.7553288
2014m3,-.197271
2014m4,.4517265
2014m5,.9692416
2014m6,1.211355
2014m7,.9092402
2014m8,.2827364
2014m9,-.3787595
2014m10,-.9088151
2014m11,-1.204697
2014m12,-1.219926
2015m1,-1.014379
2015m2,-.6364473
2015m3,-.056724
2015m4,.6059178
2015m5,1.181231
2015m6,1.352769
2015m7,1.005619
2015m8,.3540025
2015m9,-.2946109
2015m10,-.8167442
2015m11,-1.150412
2015m12,-1.217484
2016m1,-1.015142
2016m2,-.5724591
2016m3,.0548391
2016m4,.7146497
