date,cat_summer_leisure
2011m1,-.6341889
2011m2,-.1254075
2011m3,.4677304
2011m4,1.144778
2011m5,1.706946
2011m6,1.913912
2011m7,1.57149
2011m8,.8432332
2011m9,.1209479
2011m10,-.4346558
2011m11,-.7899466
2011m12,-.8590084
2012m1,-.6453237
2012m2,-.2093458
2012m3,.4840187
2012m4,1.18644
2012m5,1.723971
2012m6,1.854826
2012m7,1.485512
2012m8,.7772796
2012m9,.0321053
2012m10,-.56042
2012m11,-.9881171
2012m12,-1.157084
2013m1,-1.020413
2013m2,-.5986502
2013m3,-.0387377
2013m4,.5832348
2013m5,1.132649
2013m6,1.303936
2013m7,.8516903
2013m8,.170402
2013m9,-.413718
2013m10,-.8233951
2013m11,-1.1218
2013m12,-1.24012
2014m1,-1.113394
2014m2,-.8281544
2014m3,-.3810232
2014m4,.0873423
2014m5,.5108137
2014m6,.7081027
2014m7,.520431
2014m8,.0580914
2014m9,-.443309
2014m10,-.8310908
2014m11,-1.121559
2014m12,-1.170629
2015m1,-.9851081
2015m2,-.6301234
2015m3,-.1194395
2015m4,.4093828
2015m5,.869929
2015m6,1.146515
2015m7,1.058702
2015m8,.6245301
2015m9,.0717218
2015m10,-.5033252
2015m11,-.9834047
2015m12,-1.231801
2016m1,-1.23055
2016m2,-1.085419
2016m3,-.7708232
2016m4,-.3311776
