date,cat_layoffs
2011m1,.5659412
2011m2,1.01535
2011m3,1.370877
2011m4,1.14552
2011m5,.6243923
2011m6,.3318341
2011m7,.2194451
2011m8,.256047
2011m9,.7018179
2011m10,1.232749
2011m11,1.234951
2011m12,.9258547
2012m1,.7793058
2012m2,.7002751
2012m3,.173813
2012m4,-.0747702
2012m5,-.3642809
2012m6,-.5491773
2012m7,-.3824919
2012m8,-.0576455
2012m9,.5513605
2012m10,1.301901
2012m11,1.386328
2012m12,1.306144
2013m1,1.050092
2013m2,.3154398
2013m3,-.3563288
2013m4,-.699272
2013m5,-.6275916
2013m6,-.7397372
2013m7,-.8979975
2013m8,-.870329
2013m9,-.7870257
2013m10,-.6382536
2013m11,-.5353116
2013m12,-.3015617
2014m1,-.232703
2014m2,-.4226362
2014m3,-.6666535
2014m4,-.6471148
2014m5,-.749438
2014m6,-.726894
2014m7,-.8900563
2014m8,-1.031391
2014m9,-1.032101
2014m10,-.7974798
2014m11,-.5658951
2014m12,-.0883815
2015m1,.5134402
2015m2,.5931699
2015m3,.373824
2015m4,.0778095
2015m5,-.4039087
2015m6,-.7385624
2015m7,-.9399812
2015m8,-.891966
2015m9,-.5701236
2015m10,-.4435756
2015m11,-.61557
2015m12,-.5534088
2016m1,-.0616082
2016m2,.1811122
2016m3,.5550199
2016m4,1.46741
