date,cat_summer_leisure
2008m1,-.7401385
2008m2,-.2467049
2008m3,.3952143
2008m4,1.05209
2008m5,1.655007
2008m6,1.926925
2008m7,1.621301
2008m8,.8941236
2008m9,.1479294
2008m10,-.403631
2008m11,-.7787315
2008m12,-.8735102
2009m1,-.6867321
2009m2,-.2465805
2009m3,.3694676
2009m4,.9421146
2009m5,1.358206
2009m6,1.449192
2009m7,1.138337
2009m8,.6044077
2009m9,.0703733
2009m10,-.3580253
2009m11,-.6878434
2009m12,-.8237097
2010m1,-.6927662
2010m2,-.2605157
2010m3,.4885209
2010m4,1.300315
2010m5,1.924403
2010m6,2.111805
2010m7,1.735521
2010m8,1.03732
2010m9,.2918687
2010m10,-.3950592
2010m11,-.863906
2010m12,-1.030884
2011m1,-.8957973
2011m2,-.5623767
2011m3,-.0768593
2011m4,.4690337
2011m5,.9650622
2011m6,1.266146
2011m7,1.051276
2011m8,.5084126
2011m9,-.1284851
2011m10,-.725044
2011m11,-1.162918
2011m12,-1.287719
2012m1,-1.091676
2012m2,-.6369392
2012m3,.0256168
2012m4,.6711707
2012m5,1.13738
2012m6,1.221182
2012m7,.8522224
2012m8,.2557954
2012m9,-.3493569
2012m10,-.8677936
2012m11,-1.207564
2012m12,-1.294525
2013m1,-1.132457
2013m2,-.7724515
2013m3,-.2558779
2013m4,.3071532
2013m5,.7741029
2013m6,.9036605
2013m7,.5750363
2013m8,.001703
2013m9,-.5691853
2013m10,-1.005043
2013m11,-1.304845
2013m12,-1.390376
2014m1,-1.221452
2014m2,-.8498604
2014m3,-.3296053
2014m4,.2541409
2014m5,.7575126
2014m6,.9329722
2014m7,.661582
2014m8,.1053293
2014m9,-.4686888
2014m10,-.9351024
2014m11,-1.253379
2014m12,-1.329167
2015m1,-1.170404
2015m2,-.8127584
2015m3,-.2424847
2015m4,.410112
2015m5,.9113978
2015m6,1.00495
2015m7,.6978819
2015m8,.1546294
2015m9,-.3841321
2015m10,-.8243669
2015m11,-1.156878
2015m12,-1.275058
2016m1,-1.138968
2016m2,-.7458517
2016m3,-.1132432
2016m4,.6675222
