region,date,valeurs_république
Bretagne,2013m1,-.44138831
Bretagne,2013m2,-.29254439
Bretagne,2013m3,-.45325607
Bretagne,2013m4,-.64192814
Bretagne,2013m5,-.5715006
Bretagne,2013m6,-.64872718
Bretagne,2013m7,-1.1947036
Bretagne,2013m8,-1.2949657
Bretagne,2013m9,-.08650101
Bretagne,2013m10,-.17823808
Bretagne,2013m11,.074938782
Bretagne,2013m12,-.43616933
Bretagne,2014m1,.47146735
Bretagne,2014m2,.44090295
Bretagne,2014m3,.57261461
Bretagne,2014m4,-.34703663
Bretagne,2014m5,-.27999541
Bretagne,2014m6,-.71973443
Bretagne,2014m7,-1.179104
Bretagne,2014m8,-.98593682
Bretagne,2014m9,.32884181
Bretagne,2014m10,-.17871013
Bretagne,2014m11,-.038601615
Bretagne,2014m12,-.12444236
Bretagne,2015m1,.75864959
Bretagne,2015m2,-.041642759
Bretagne,2015m3,.13148539
Bretagne,2015m4,-.11281198
Bretagne,2015m5,.33179665
Bretagne,2015m6,-.35678837
Bretagne,2015m7,-.96839094
Bretagne,2015m8,-.35510632
Bretagne,2015m9,.68147069
Bretagne,2015m10,.42704791
Bretagne,2015m11,1.6117826
Bretagne,2015m12,.68340713
Bretagne,2016m1,.62330788
Bretagne,2016m2,.32480654
Bretagne,2016m3,.67770147
Bretagne,2016m4,.53612536
Bretagne,2016m5,.25880075
Bretagne,2016m6,-.13716125
Bretagne,2016m7,-.86888593
Bretagne,2016m8,-.61169827
Bretagne,2016m9,.54711056
Bretagne,2016m10,.84966719
Bretagne,2016m11,1.354562
Bretagne,2016m12,.25898498
Bretagne,2017m1,.52314341
Bretagne,2017m2,.37799948
Bretagne,2017m3,1.0231756
