region,date,valeurs_république
Centre,2013m1,.13389106
Centre,2013m2,-.76619029
Centre,2013m3,-.3810105
Centre,2013m4,-.63056666
Centre,2013m5,-.16103354
Centre,2013m6,-.26807016
Centre,2013m7,-.84857285
Centre,2013m8,-.74461502
Centre,2013m9,-.4575156
Centre,2013m10,-.0085954294
Centre,2013m11,.12585643
Centre,2013m12,-.42308292
Centre,2014m1,-.3985976
Centre,2014m2,.5566864
Centre,2014m3,.44780421
Centre,2014m4,-.69257206
Centre,2014m5,-.68000263
Centre,2014m6,-.49280238
Centre,2014m7,-.68196833
Centre,2014m8,-.77707857
Centre,2014m9,-.19963245
Centre,2014m10,-.49823833
Centre,2014m11,-.25424895
Centre,2014m12,-.44199288
Centre,2015m1,.65360487
Centre,2015m2,-.089875653
Centre,2015m3,.34606725
Centre,2015m4,.27864033
Centre,2015m5,.19842875
Centre,2015m6,-.26692957
Centre,2015m7,-.56139594
Centre,2015m8,-.40326414
Centre,2015m9,.83153588
Centre,2015m10,.49704689
Centre,2015m11,1.2079065
Centre,2015m12,.76034147
Centre,2016m1,.29641199
Centre,2016m2,.44299012
Centre,2016m3,.11329199
Centre,2016m4,.47674328
Centre,2016m5,.15070251
Centre,2016m6,-.064260989
Centre,2016m7,-.50516593
Centre,2016m8,-.29358643
Centre,2016m9,.62717032
Centre,2016m10,.6494323
Centre,2016m11,1.0924494
Centre,2016m12,.53736734
Centre,2017m1,.49018934
Centre,2017m2,.6563108
Centre,2017m3,.99458683
