family_life_f
-1.303265
-2.271409
-.7449478
-1.248411
-.3932239
-1.677474
-1.242599
.3418129
1.110199
1.431761
.2340281
-.7040378
.8429933
1.133828
-.8637978
-.7489722
-1.200027
-.0154524
1.22189
2.266625
1.302195
1.116661
-.0031773
-1.13659
.1867418
1.002061
-.1436912
-1.089723
-.3995587
.2116376
-1.034473
.9781145
1.989256
1.315599
1.116318
-.5230178
.8399318
.0080762
.344931
-.7215881
-1.097066
-1.229808
-.2486276
1.238015
.04626
1.143635
.4192726
-.3494695
.278328
.5335319
-.2511911
-.1745222
-.7033317
-1.590022
-.3464513
.6104013
.1918215
