date,swb_worry
2008m1,-2.035446
2008m2,-2.10002
2008m3,-2.188218
2008m4,-2.458775
2008m5,-2.489506
2008m6,-2.263192
2008m7,-1.974505
2008m8,-1.44024
2008m9,-.6190773
2008m10,-.041792
2008m11,.2414547
2008m12,.6500823
2009m1,1.024351
2009m2,.9734336
2009m3,.6462067
2009m4,.1685744
2009m5,-.2830754
2009m6,-.4329715
2009m7,-.3695039
2009m8,-.0706511
2009m9,.4825965
2009m10,.9282562
2009m11,.8805408
2009m12,.4630857
2010m1,-.0115428
2010m2,-.4625984
2010m3,-.757181
2010m4,-.8523551
2010m5,-.6773651
2010m6,-.440744
2010m7,-.3022912
2010m8,-.3061732
2010m9,-.4043994
2010m10,-.4284578
2010m11,-.6259176
2010m12,-1.079373
2011m1,-1.570359
2011m2,-1.860217
2011m3,-1.967852
2011m4,-1.940033
2011m5,-1.752846
2011m6,-1.465783
2011m7,-1.281102
2011m8,-.9982833
2011m9,-.8485165
2011m10,-.7921873
2011m11,-.9480301
2011m12,-1.11256
2012m1,-1.431431
2012m2,-1.678238
2012m3,-1.927421
2012m4,-2.031809
2012m5,-2.10261
2012m6,-2.072682
2012m7,-1.820835
2012m8,-1.268596
2012m9,-.7487269
2012m10,-.407342
2012m11,-.4759119
2012m12,-.779291
2013m1,-1.128178
2013m2,-1.478686
2013m3,-1.725639
2013m4,-1.951069
2013m5,-2.090256
2013m6,-2.016909
2013m7,-1.870704
2013m8,-1.815583
2013m9,-1.676319
2013m10,-1.447822
2013m11,-1.466841
2013m12,-1.588704
2014m1,-1.781214
2014m2,-2.030808
2014m3,-2.177913
2014m4,-2.206351
2014m5,-2.295094
2014m6,-2.068637
2014m7,-1.809807
2014m8,-1.70558
2014m9,-1.727596
2014m10,-1.766164
2014m11,-1.870826
2014m12,-2.064315
2015m1,-2.201074
2015m2,-2.123371
2015m3,-1.998405
2015m4,-2.186984
2015m5,-2.351681
2015m6,-2.173871
2015m7,-1.816558
2015m8,-1.446678
2015m9,-1.300442
2015m10,-1.399001
2015m11,-1.660453
2015m12,-1.980232
2016m1,-2.370391
2016m2,-2.518093
2016m3,-2.158484
2016m4,-1.881703
