date,swb_learn
2011m1,-.0169009
2011m2,.2880081
2011m3,.417337
2011m4,.4231158
2011m5,.36928
2011m6,.4780422
2011m7,.6697109
2011m8,.9034308
2011m9,.8786186
2011m10,.537729
2011m11,.2104803
2011m12,.3377426
2012m1,.5775481
2012m2,.6940273
2012m3,.8194464
2012m4,.9725558
2012m5,.8846794
2012m6,.4600655
2012m7,-.0086268
2012m8,-.282764
2012m9,-.1581331
2012m10,.0301845
2012m11,.1568799
2012m12,-.1031512
2013m1,-.3106426
2013m2,-.5048835
2013m3,-.5819072
2013m4,-.6165591
2013m5,-.6839896
2013m6,-.9023851
2013m7,-1.121047
2013m8,-1.316517
2013m9,-1.322475
2013m10,-1.286604
2013m11,-1.385761
2013m12,-1.434031
2014m1,-1.387667
2014m2,-1.34134
2014m3,-1.314973
2014m4,-1.314888
2014m5,-1.339629
2014m6,-1.40956
2014m7,-1.48935
2014m8,-1.599435
2014m9,-1.753037
2014m10,-1.856721
2014m11,-1.937195
2014m12,-1.883543
2015m1,-1.730104
2015m2,-1.529625
2015m3,-1.147691
2015m4,-1.010228
2015m5,-1.058003
2015m6,-1.17946
2015m7,-1.362938
2015m8,-1.517224
2015m9,-1.577715
2015m10,-1.678091
2015m11,-1.824922
2015m12,-1.999021
2016m1,-1.906093
2016m2,-1.755858
2016m3,-1.546968
2016m4,-1.413692
