region,date,islam
Aquitaine,2013m1,-.019973114
Aquitaine,2013m2,-.53929901
Aquitaine,2013m3,.040121496
Aquitaine,2013m4,.19980322
Aquitaine,2013m5,.19224656
Aquitaine,2013m6,.14920971
Aquitaine,2013m7,-.45791078
Aquitaine,2013m8,-.59149468
Aquitaine,2013m9,-.54261065
Aquitaine,2013m10,-.57548189
Aquitaine,2013m11,-.35031137
Aquitaine,2013m12,-.28458741
Aquitaine,2014m1,.35708392
Aquitaine,2014m2,.0074088844
Aquitaine,2014m3,-.28491032
Aquitaine,2014m4,-.070133626
Aquitaine,2014m5,-.19973743
Aquitaine,2014m6,-.44716007
Aquitaine,2014m7,.16947722
Aquitaine,2014m8,-.44093338
Aquitaine,2014m9,-.32800272
Aquitaine,2014m10,-.67807418
Aquitaine,2014m11,-.82943285
Aquitaine,2014m12,.79883415
Aquitaine,2015m1,3.4563961
Aquitaine,2015m2,.41910949
Aquitaine,2015m3,.23492646
Aquitaine,2015m4,-.12048789
Aquitaine,2015m5,-.15357873
Aquitaine,2015m6,-.24052368
Aquitaine,2015m7,-.39793897
Aquitaine,2015m8,-.25028148
Aquitaine,2015m9,.16473933
Aquitaine,2015m10,-.35907921
Aquitaine,2015m11,1.227614
Aquitaine,2015m12,.83797038
Aquitaine,2016m1,.75315428
Aquitaine,2016m2,-.11279664
Aquitaine,2016m3,.15964019
Aquitaine,2016m4,-.46198314
Aquitaine,2016m5,-.32512581
Aquitaine,2016m6,-.8100009
Aquitaine,2016m7,.34876233
Aquitaine,2016m8,1.6881564
Aquitaine,2016m9,.12126895
Aquitaine,2016m10,-.70235616
Aquitaine,2016m11,.10391764
Aquitaine,2016m12,-.22062276
Aquitaine,2017m1,-.09651345
Aquitaine,2017m2,-.032300796
Aquitaine,2017m3,-.22053061
