date,swb_enjoyment
2011m1,-.6284394
2011m2,-.1913945
2011m3,.2717549
2011m4,.470967
2011m5,.4294743
2011m6,.3029216
2011m7,.02607
2011m8,-.0005522
2011m9,.3843568
2011m10,.4856683
2011m11,.3367884
2011m12,.3796467
2012m1,.3678227
2012m2,.2136685
2012m3,.2405303
2012m4,.5207074
2012m5,.7009723
2012m6,.8222947
2012m7,.7732191
2012m8,.36615
2012m9,-.0953736
2012m10,-.7586564
2012m11,-.9560927
2012m12,-.1290498
2013m1,.5499152
2013m2,1.079811
2013m3,1.276888
2013m4,1.261626
2013m5,1.120634
2013m6,1.22536
2013m7,1.324465
2013m8,1.25766
2013m9,1.462157
2013m10,1.554475
2013m11,1.65344
2013m12,1.283675
2014m1,.6404656
2014m2,.6646173
2014m3,.9242619
2014m4,1.133602
2014m5,1.069596
2014m6,.8241469
2014m7,.6183743
2014m8,.3450043
2014m9,.1345094
2014m10,-.0425779
2014m11,.3817399
2014m12,.858294
2015m1,1.148862
2015m2,1.671436
2015m3,2.1294
2015m4,2.458708
2015m5,2.443555
2015m6,2.318298
2015m7,2.057405
2015m8,1.841798
2015m9,1.609562
2015m10,1.213628
2015m11,1.196939
2015m12,1.25416
2016m1,1.333784
2016m2,1.570972
2016m3,1.60129
2016m4,1.294555
