region,date,recherche_emploi
Centre,2013m1,.4337143
Centre,2013m2,.37124434
Centre,2013m3,.65365672
Centre,2013m4,-.32403126
Centre,2013m5,.030161599
Centre,2013m6,-.1326851
Centre,2013m7,-.83554804
Centre,2013m8,-1.0819484
Centre,2013m9,.070704527
Centre,2013m10,.18004261
Centre,2013m11,.010310629
Centre,2013m12,-.8283931
Centre,2014m1,.31428143
Centre,2014m2,.56518871
Centre,2014m3,.89101738
Centre,2014m4,-.15213639
Centre,2014m5,.23567545
Centre,2014m6,-.12383396
Centre,2014m7,-.78889191
Centre,2014m8,-.52875882
Centre,2014m9,1.0292484
Centre,2014m10,.64237589
Centre,2014m11,.31652373
Centre,2014m12,-.71623421
Centre,2015m1,.87370831
Centre,2015m2,1.1016957
Centre,2015m3,1.0761352
Centre,2015m4,.26630855
Centre,2015m5,.060681731
Centre,2015m6,.25227311
Centre,2015m7,-.58540756
Centre,2015m8,-.79308116
Centre,2015m9,.69674546
Centre,2015m10,.29883051
Centre,2015m11,.027435688
Centre,2015m12,-1.0601422
Centre,2016m1,.52695513
Centre,2016m2,.42526114
Centre,2016m3,.4170244
Centre,2016m4,-.21366857
Centre,2016m5,-.20525196
Centre,2016m6,-.16685601
Centre,2016m7,-1.2056744
Centre,2016m8,-1.2722867
Centre,2016m9,.42334467
Centre,2016m10,-.21113868
Centre,2016m11,-.52804762
Centre,2016m12,-.84825158
Centre,2017m1,-.0070019313
Centre,2017m2,.35615441
Centre,2017m3,.54835153
