date,swb_happiness
2011m1,-1.226265
2011m2,-.7047846
2011m3,-.5160103
2011m4,-.2879488
2011m5,-.0439282
2011m6,-.2642026
2011m7,-.6765988
2011m8,-.9156903
2011m9,-.5673201
2011m10,.0466546
2011m11,.5278737
2011m12,.3394532
2012m1,-.1253256
2012m2,-.0399962
2012m3,.1613854
2012m4,.4500628
2012m5,.4776715
2012m6,.3418195
2012m7,-.218221
2012m8,-.805905
2012m9,-.6925086
2012m10,-.4253715
2012m11,-.3147747
2012m12,-.6179745
2013m1,-1.171769
2013m2,-.9463669
2013m3,-.4423005
2013m4,-.0995503
2013m5,.0230329
2013m6,.1763763
2013m7,-.0059644
2013m8,-.4939057
2013m9,-.747361
2013m10,-.6458414
2013m11,-.3247793
2013m12,-.4179211
2014m1,-.6945833
2014m2,-.5475214
2014m3,-.1499947
2014m4,.170026
2014m5,.1312146
2014m6,-.3576348
2014m7,-.9156927
2014m8,-1.240078
2014m9,-.8211486
2014m10,-.0791918
2014m11,.3694984
2014m12,.311561
2015m1,-.1588222
2015m2,-.0051442
2015m3,.5005606
2015m4,.7543475
2015m5,.4427068
2015m6,.0663581
2015m7,-.3923353
2015m8,-.8415733
2015m9,-.3754915
2015m10,.586778
2015m11,1.229174
2015m12,1.156576
2016m1,.4302744
2016m2,.1770076
2016m3,.1155525
2016m4,-.2135401
