date,cat_family
2008m1,-1.757094
2008m2,-1.63303
2008m3,-1.744763
2008m4,-1.962229
2008m5,-2.147805
2008m6,-2.33852
2008m7,-2.304774
2008m8,-1.88925
2008m9,-1.523853
2008m10,-1.33729
2008m11,-1.247393
2008m12,-1.367502
2009m1,-1.637712
2009m2,-1.776963
2009m3,-1.787129
2009m4,-1.73577
2009m5,-1.701224
2009m6,-1.704227
2009m7,-1.597077
2009m8,-1.165341
2009m9,-.4080738
2009m10,.4403844
2009m11,1.006639
2009m12,1.259752
2010m1,1.113417
2010m2,.9394696
2010m3,.8736303
2010m4,.8210852
2010m5,.8432222
2010m6,.7379641
2010m7,.6390892
2010m8,.4768505
2010m9,.3240391
2010m10,.3539355
2010m11,.6252049
2010m12,.5855451
2011m1,.251476
2011m2,.008299
2011m3,-.1513828
2011m4,-.2441
2011m5,-.3251408
2011m6,-.280968
2011m7,-.0939354
2011m8,.3654372
2011m9,.9977275
2011m10,1.275837
2011m11,1.162457
2011m12,.8412213
2012m1,.5417382
2012m2,.3792396
2012m3,.2827555
2012m4,.0840833
2012m5,-.1240015
2012m6,-.1974244
2012m7,-.0169548
2012m8,.2247372
2012m9,.4321024
2012m10,.5288369
2012m11,.6166959
2012m12,.6922747
2013m1,.7092729
2013m2,.5891576
2013m3,.3809118
2013m4,.091203
2013m5,-.1743696
2013m6,-.3009563
2013m7,-.233388
2013m8,.1049356
2013m9,.3786136
2013m10,.5998035
2013m11,.5804752
2013m12,.4201257
2014m1,.2879421
2014m2,.1997199
2014m3,.0979066
2014m4,-.0129222
2014m5,-.0677924
2014m6,.0445672
2014m7,.2049123
2014m8,.3744174
2014m9,.5254751
2014m10,.5839675
2014m11,.5263835
2014m12,.5166436
2015m1,.5042465
2015m2,.4590247
2015m3,.3819565
2015m4,.2054108
2015m5,.0426326
2015m6,.2426519
2015m7,.5636911
2015m8,.8396918
2015m9,.8631001
2015m10,.8212811
2015m11,.8199827
2015m12,.8395333
2016m1,.8265033
2016m2,.7293056
2016m3,.8108653
2016m4,1.098898
