date,swb_stress
2008m1,-.9155496
2008m2,-.959381
2008m3,-.9466465
2008m4,-.9716563
2008m5,-1.143904
2008m6,-1.309573
2008m7,-1.033151
2008m8,-.5185919
2008m9,.1062217
2008m10,1.059948
2008m11,1.58072
2008m12,1.672579
2009m1,1.627477
2009m2,1.366048
2009m3,1.133596
2009m4,.9079332
2009m5,.4955866
2009m6,.5181965
2009m7,.7397987
2009m8,1.10188
2009m9,1.46057
2009m10,1.658754
2009m11,1.460402
2009m12,1.185931
2010m1,.8975784
2010m2,.8045365
2010m3,.3691438
2010m4,.286705
2010m5,.2463073
2010m6,.4425897
2010m7,.9895508
2010m8,1.663788
2010m9,2.044355
2010m10,2.154282
2010m11,1.756033
2010m12,.9821981
2011m1,-.0064919
2011m2,-.63021
2011m3,-.6798792
2011m4,-.3476521
2011m5,-.1431644
2011m6,.1167137
2011m7,.6144325
2011m8,1.200606
2011m9,1.672965
2011m10,2.035136
2011m11,1.796441
2011m12,1.239922
2012m1,.6289841
2012m2,.0306585
2012m3,-.3107258
2012m4,-.3722551
2012m5,-.4595813
2012m6,-.375234
2012m7,-.0087404
2012m8,.4028489
2012m9,.8966076
2012m10,1.219009
2012m11,1.018691
2012m12,.6302128
2013m1,.0493384
2013m2,-.3317256
2013m3,-.5319583
2013m4,-.5628527
2013m5,-.6373666
2013m6,-.692496
2013m7,-.3295699
2013m8,.3659191
2013m9,1.062962
2013m10,1.369965
2013m11,1.012942
2013m12,.4299537
2014m1,-.136753
2014m2,-.3945018
2014m3,-.4239029
2014m4,-.3889966
2014m5,-.3515119
2014m6,-.1153871
2014m7,.2522165
2014m8,.6193013
2014m9,1.021853
2014m10,1.120102
2014m11,.9970956
2014m12,.6181961
2015m1,.2227258
2015m2,.1836588
2015m3,.2202853
2015m4,.112906
2015m5,.1456104
2015m6,.2922432
2015m7,.6014046
2015m8,1.164097
2015m9,1.589198
2015m10,1.599602
2015m11,1.447806
2015m12,1.139083
2016m1,.6323575
2016m2,.4662213
2016m3,.7646738
2016m4,1.223099
