date,swb_sadness
2008m1,-.3570133
2008m2,-.6557674
2008m3,-.8298408
2008m4,-.8503062
2008m5,-.6922591
2008m6,-.5425708
2008m7,-.4797727
2008m8,-.3206071
2008m9,-.073538
2008m10,.3788022
2008m11,1.104294
2008m12,1.744531
2009m1,2.159678
2009m2,2.088423
2009m3,1.638981
2009m4,1.192336
2009m5,.8963641
2009m6,.7980419
2009m7,.8577411
2009m8,.9437932
2009m9,.9524359
2009m10,.9887856
2009m11,1.068193
2009m12,1.01838
2010m1,.9092218
2010m2,.807608
2010m3,.6150527
2010m4,.3913215
2010m5,.2814534
2010m6,.4526018
2010m7,.6131202
2010m8,.6019078
2010m9,.5539547
2010m10,.5614059
2010m11,.5967069
2010m12,.4503347
2011m1,-.0500457
2011m2,-.3929602
2011m3,-.5014774
2011m4,-.4781333
2011m5,-.5892906
2011m6,-.6874313
2011m7,-.6753904
2011m8,-.5554633
2011m9,-.5558786
2011m10,-.7497771
2011m11,-.8781146
2011m12,-.8555584
2012m1,-.8241477
2012m2,-.9198501
2012m3,-1.181203
2012m4,-1.47818
2012m5,-1.58553
2012m6,-1.505384
2012m7,-1.256993
2012m8,-1.039474
2012m9,-.7265972
2012m10,-.3624153
2012m11,-.0905042
2012m12,.148385
2013m1,-.0654009
2013m2,-.4879368
2013m3,-.9279127
2013m4,-1.231153
2013m5,-1.256416
2013m6,-1.152485
2013m7,-1.045783
2013m8,-.9091834
2013m9,-.8461018
2013m10,-.8884225
2013m11,-.8798044
2013m12,-.7980034
2014m1,-.9168344
2014m2,-1.150571
2014m3,-1.342965
2014m4,-1.468449
2014m5,-1.46348
2014m6,-1.189702
2014m7,-.7866305
2014m8,-.4557963
2014m9,-.361008
2014m10,-.398632
2014m11,-.3683825
2014m12,-.2214899
2015m1,-.128654
2015m2,-.1256154
2015m3,-.1751954
2015m4,-.2029905
2015m5,-.2809586
2015m6,-.6107846
2015m7,-1.104094
2015m8,-1.380622
2015m9,-1.397033
2015m10,-1.286513
2015m11,-1.120475
2015m12,-1.114536
2016m1,-1.415481
2016m2,-1.882155
2016m3,-2.422545
2016m4,-3.161994
