date,swb_security
2011m1,-.2576082
2011m2,-.1114305
2011m3,.2909402
2011m4,.5698629
2011m5,.8197839
2011m6,1.004914
2011m7,.7216648
2011m8,.0878137
2011m9,-.7228816
2011m10,-1.208334
2011m11,-.9730015
2011m12,-.2048587
2012m1,.5117881
2012m2,1.160074
2012m3,1.725428
2012m4,1.798439
2012m5,1.386459
2012m6,1.168574
2012m7,.9734979
2012m8,.8030035
2012m9,.4245387
2012m10,.1877397
2012m11,.2204635
2012m12,.2123574
2013m1,.2959528
2013m2,.8077306
2013m3,1.327572
2013m4,1.519904
2013m5,1.308802
2013m6,1.260758
2013m7,1.404026
2013m8,1.458448
2013m9,1.0174
2013m10,.2941715
2013m11,-.1487787
2013m12,-.1506217
2014m1,.3475398
2014m2,1.210988
2014m3,1.666759
2014m4,1.855819
2014m5,1.697963
2014m6,1.687561
2014m7,1.634613
2014m8,1.65459
2014m9,1.76717
2014m10,1.751469
2014m11,1.533967
2014m12,1.314603
2015m1,1.057034
2015m2,1.201565
2015m3,1.576737
2015m4,2.001159
2015m5,2.37206
2015m6,2.252067
2015m7,1.875068
2015m8,1.769595
2015m9,1.597013
2015m10,1.458782
2015m11,1.532794
2015m12,1.574875
2016m1,1.678592
2016m2,1.830462
2016m3,2.018883
2016m4,2.273887
