region,date,mal_etre
Centre,2013m1,-.32821634
Centre,2013m2,-.28685498
Centre,2013m3,-.16184291
Centre,2013m4,-.99443263
Centre,2013m5,-.9075048
Centre,2013m6,-.37744999
Centre,2013m7,-1.1213543
Centre,2013m8,-.87210298
Centre,2013m9,-.24824753
Centre,2013m10,-.2930353
Centre,2013m11,-.21344759
Centre,2013m12,-.95811141
Centre,2014m1,-.14802016
Centre,2014m2,.065551683
Centre,2014m3,-.008193464
Centre,2014m4,-.36045328
Centre,2014m5,-.099904396
Centre,2014m6,-.5653646
Centre,2014m7,-.58086056
Centre,2014m8,-.027903168
Centre,2014m9,.14237596
Centre,2014m10,-.21952555
Centre,2014m11,.14763288
Centre,2014m12,-.057152208
Centre,2015m1,.080869153
Centre,2015m2,.15588483
Centre,2015m3,.37382451
Centre,2015m4,-.10999185
Centre,2015m5,.091872461
Centre,2015m6,.20697026
Centre,2015m7,-.20081319
Centre,2015m8,.18936718
Centre,2015m9,.42356369
Centre,2015m10,.5678218
Centre,2015m11,.43473014
Centre,2015m12,.09851677
Centre,2016m1,.58293313
Centre,2016m2,.82286775
Centre,2016m3,.40226588
Centre,2016m4,.16275685
Centre,2016m5,-.050427157
Centre,2016m6,.035002861
Centre,2016m7,-.32192507
Centre,2016m8,-.10380413
Centre,2016m9,.28110844
Centre,2016m10,.62545007
Centre,2016m11,.72428775
Centre,2016m12,.35358641
Centre,2017m1,.86718446
Centre,2017m2,.96768594
Centre,2017m3,1.1647844
