date,swb_happiness
2011m1,.1949783
2011m2,.5932913
2011m3,.9697903
2011m4,1.206657
2011m5,.8858477
2011m6,.3579201
2011m7,-.1814831
2011m8,-.6164994
2011m9,-.3673846
2011m10,-.5132312
2011m11,-.7578391
2011m12,-.5124777
2012m1,-.3677091
2012m2,.21425
2012m3,.8790593
2012m4,1.216016
2012m5,.9799021
2012m6,.2872091
2012m7,-.4258174
2012m8,-.7739364
2012m9,-.364873
2012m10,.5114218
2012m11,1.008069
2012m12,.7958202
2013m1,.3094806
2013m2,.4929806
2013m3,.9910017
2013m4,1.405184
2013m5,1.362142
2013m6,1.050775
2013m7,.754533
2013m8,.365841
2013m9,.3229461
2013m10,.5422363
2013m11,1.045167
2013m12,.9545955
2014m1,.4414361
2014m2,.5495053
2014m3,.7375383
2014m4,.833997
2014m5,.6508216
2014m6,.33811
2014m7,.2373913
2014m8,.1687582
2014m9,.3779871
2014m10,.8640102
2014m11,1.197968
2014m12,1.006921
2015m1,.7093052
2015m2,.4588684
2015m3,.3705276
2015m4,.5071694
2015m5,.5840693
2015m6,.3587343
2015m7,.1724286
2015m8,-.02861
2015m9,.3024764
2015m10,.6179872
2015m11,1.160073
2015m12,1.443143
2016m1,1.032006
2016m2,.9717548
2016m3,1.118323
2016m4,1.324427
