date,cat_family
2011m1,-.8231975
2011m2,-.9613336
2011m3,-1.005289
2011m4,-.8618456
2011m5,-.9275452
2011m6,-.9574608
2011m7,-.5043905
2011m8,.4438905
2011m9,1.530145
2011m10,2.056993
2011m11,1.706134
2011m12,1.045151
2012m1,.3249243
2012m2,-.4862068
2012m3,-.843344
2012m4,-.9119316
2012m5,-.9707677
2012m6,-.8493829
2012m7,-.4267706
2012m8,-.0425085
2012m9,.2008722
2012m10,.2751861
2012m11,.3444221
2012m12,.1264026
2013m1,-.3182443
2013m2,-.6072851
2013m3,-.7663234
2013m4,-.8831893
2013m5,-1.091895
2013m6,-.881452
2013m7,-.2900139
2013m8,.3634078
2013m9,.7124538
2013m10,.768608
2013m11,.4598688
2013m12,-.1190277
2014m1,-.585601
2014m2,-.8424689
2014m3,-.8566582
2014m4,-.8478588
2014m5,-.8934022
2014m6,-.4935402
2014m7,.0280061
2014m8,.3701112
2014m9,.4510564
2014m10,.5643997
2014m11,.7294172
2014m12,.5393593
2015m1,.1906956
2015m2,-.0067056
2015m3,-.0362746
2015m4,-.1369502
2015m5,-.6309716
2015m6,-.6205623
2015m7,.0502393
2015m8,.7387574
2015m9,1.107406
2015m10,1.455226
2015m11,1.352654
2015m12,.9815069
2016m1,.6612931
2016m2,.3652367
2016m3,.4956873
2016m4,1.040887
