date,cat_financial_security
2008m1,.6462506
2008m2,.4224508
2008m3,.1790682
2008m4,-.2794422
2008m5,-.5445371
2008m6,-.4382594
2008m7,-.2846338
2008m8,-.2995841
2008m9,-.3558039
2008m10,-.4915624
2008m11,-.5884315
2008m12,-.5078501
2009m1,-.2870316
2009m2,-.1750942
2009m3,-.357904
2009m4,-.5187751
2009m5,-.500684
2009m6,-.2964188
2009m7,-.1834954
2009m8,-.0878824
2009m9,.1293436
2009m10,.7785353
2009m11,1.380017
2009m12,1.898217
2010m1,2.309297
2010m2,2.21577
2010m3,2.181786
2010m4,1.999867
2010m5,1.696056
2010m6,1.866262
2010m7,2.133125
2010m8,2.351287
2010m9,2.323033
2010m10,2.043343
2010m11,1.619406
2010m12,1.210511
2011m1,.4598984
2011m2,-.1080929
2011m3,-.3329583
2011m4,-.5122566
2011m5,-.5155079
2011m6,-.2676712
2011m7,.0621481
2011m8,.0411778
2011m9,-.257818
2011m10,-.5168121
2011m11,-.7915474
2011m12,-.8232766
2012m1,-.5851054
2012m2,-.4907376
2012m3,-.6359844
2012m4,-.7284025
2012m5,-.8305519
2012m6,-.7941468
2012m7,-.7581258
2012m8,-.8428635
2012m9,-.9727035
2012m10,-.9883398
2012m11,-.9105871
2012m12,-.6530191
2013m1,-.2357264
2013m2,-.1350469
2013m3,-.2185721
2013m4,-.3395116
2013m5,-.5836942
2013m6,-.6692141
2013m7,-.6139809
2013m8,-.582214
2013m9,-.7572844
2013m10,-.8363605
2013m11,-.9173453
2013m12,-.7700818
2014m1,-.3869045
2014m2,-.2575912
2014m3,-.2594863
2014m4,-.3021478
2014m5,-.3434484
2014m6,-.2118394
2014m7,-.1820166
2014m8,-.2605964
2014m9,-.3456351
2014m10,-.4921333
2014m11,-.6182121
2014m12,-.5075402
2015m1,-.1650716
2015m2,-.0370369
2015m3,-.026797
2015m4,-.1139642
2015m5,-.1810795
2015m6,.0799929
2015m7,.1419232
2015m8,-.1410564
2015m9,-.5241581
2015m10,-.7004961
2015m11,-.6170526
2015m12,-.2410108
2016m1,.4429738
2016m2,.7996536
2016m3,.8774068
2016m4,.799406
