date,swb_security
2011m1,-.5633878
2011m2,-.011234
2011m3,.386129
2011m4,.3094282
2011m5,.2776299
2011m6,.1943816
2011m7,-.1792504
2011m8,-.1782771
2011m9,-.3160913
2011m10,-.327889
2011m11,.0626719
2011m12,.5426296
2012m1,1.018514
2012m2,1.293584
2012m3,1.30971
2012m4,1.022619
2012m5,.6776714
2012m6,.5057617
2012m7,.4353029
2012m8,.3382007
2012m9,-.0369984
2012m10,-.5241557
2012m11,-.8615319
2012m12,-1.020924
2013m1,-.7219083
2013m2,-.1684353
2013m3,.2717055
2013m4,.5663083
2013m5,.6712372
2013m6,1.116302
2013m7,1.322665
2013m8,1.140617
2013m9,.7691197
2013m10,.7852412
2013m11,.940331
2013m12,1.007998
2014m1,1.577955
2014m2,1.976221
2014m3,1.872635
2014m4,1.668765
2014m5,1.567298
2014m6,1.439109
2014m7,1.288844
2014m8,1.244728
2014m9,1.50261
2014m10,1.90633
2014m11,2.027081
2014m12,1.838054
2015m1,1.808036
2015m2,1.897205
2015m3,1.867513
2015m4,1.768121
2015m5,1.643338
2015m6,1.504704
2015m7,1.247994
2015m8,1.003272
2015m9,.9436352
2015m10,1.282678
2015m11,1.561382
2015m12,1.710389
2016m1,1.957211
2016m2,1.97989
2016m3,1.581857
2016m4,.7233516
