date,swb_stress
2008m1,-.858989
2008m2,-.7862607
2008m3,-.5521607
2008m4,-.2640991
2008m5,-.2339989
2008m6,-.3356197
2008m7,-.2682113
2008m8,.0347817
2008m9,.6422189
2008m10,1.100213
2008m11,1.100455
2008m12,1.260937
2009m1,1.358724
2009m2,1.447419
2009m3,1.390415
2009m4,1.355608
2009m5,1.275329
2009m6,1.241424
2009m7,1.310293
2009m8,1.606695
2009m9,2.004984
2009m10,2.564302
2009m11,2.710587
2009m12,2.374657
2010m1,1.930899
2010m2,1.841598
2010m3,2.398877
2010m4,2.792078
2010m5,2.843994
2010m6,2.831568
2010m7,2.826187
2010m8,3.040407
2010m9,3.217397
2010m10,2.950574
2010m11,2.224238
2010m12,1.889633
2011m1,1.389081
2011m2,1.35835
2011m3,1.515932
2011m4,1.666519
2011m5,1.8068
2011m6,1.992261
2011m7,2.178317
2011m8,2.316549
2011m9,2.520347
2011m10,2.721612
2011m11,2.352997
2011m12,1.897617
2012m1,1.624171
2012m2,1.353078
2012m3,1.209
2012m4,1.237953
2012m5,1.221644
2012m6,1.214618
2012m7,1.355193
2012m8,1.626218
2012m9,1.947548
2012m10,2.097407
2012m11,1.781448
2012m12,1.417125
2013m1,1.059096
2013m2,.9068263
2013m3,.8455587
2013m4,.8411227
2013m5,.7979625
2013m6,.6973965
2013m7,.8039722
2013m8,1.295033
2013m9,1.837585
2013m10,2.157779
2013m11,1.918671
2013m12,1.41573
2014m1,.8818771
2014m2,.5407012
2014m3,.5695857
2014m4,.4755455
2014m5,.3622092
2014m6,.4404997
2014m7,.5794674
2014m8,.8161674
2014m9,1.160304
2014m10,1.525479
2014m11,1.459671
2014m12,1.190446
2015m1,.7410213
2015m2,.5112837
2015m3,.5928084
2015m4,.6795513
2015m5,.7996922
2015m6,.8713795
2015m7,1.030228
2015m8,1.351447
2015m9,1.502127
2015m10,1.602258
2015m11,1.444591
2015m12,1.192056
2016m1,.8480245
2016m2,.6611493
2016m3,.8014799
2016m4,1.136664
