date,swb_respect
2008m1,-1.12425
2008m2,-.9107803
2008m3,-.827323
2008m4,-.7704009
2008m5,-.8699936
2008m6,-.9936043
2008m7,-.5458223
2008m8,.1107016
2008m9,.6065245
2008m10,.7843155
2008m11,.7788506
2008m12,.5199261
2009m1,.2830754
2009m2,.0752884
2009m3,.0796849
2009m4,.4033016
2009m5,.6756359
2009m6,.7945906
2009m7,1.07662
2009m8,1.156672
2009m9,.9253189
2009m10,.7477263
2009m11,.9058667
2009m12,1.50876
2010m1,1.980241
2010m2,1.917641
2010m3,1.618571
2010m4,1.411826
2010m5,1.329193
2010m6,1.186313
2010m7,1.025462
2010m8,1.061382
2010m9,1.380835
2010m10,1.457173
2010m11,1.604303
2010m12,2.084872
2011m1,2.598633
2011m2,2.555063
2011m3,2.011523
2011m4,1.392862
2011m5,1.392611
2011m6,1.616837
2011m7,1.756101
2011m8,1.659744
2011m9,1.581727
2011m10,1.516231
2011m11,1.929573
2011m12,2.067476
2012m1,2.000932
2012m2,1.56797
2012m3,1.018332
2012m4,.7559919
2012m5,.7488021
2012m6,.850665
2012m7,.8370003
2012m8,.9764709
2012m9,1.187821
2012m10,1.302899
2012m11,1.144999
2012m12,.7850986
2013m1,.8280353
2013m2,.7298225
2013m3,.4954034
2013m4,.1012204
2013m5,.1646657
2013m6,.453558
2013m7,.4322254
2013m8,.514392
2013m9,.7986693
2013m10,1.008034
2013m11,1.237188
2013m12,1.47456
2014m1,1.668909
2014m2,1.34786
2014m3,.6848089
2014m4,.2964488
2014m5,.3775112
2014m6,.5467
2014m7,.5429693
2014m8,.5842381
2014m9,.6581745
2014m10,.4509615
2014m11,.33256
2014m12,.566676
2015m1,.9235367
2015m2,.8871228
2015m3,.641941
2015m4,.404931
2015m5,.3428788
2015m6,.4135695
2015m7,.2944892
2015m8,-.0021943
2015m9,-.2861603
2015m10,-.4382215
2015m11,-.617761
2015m12,-.6280755
2016m1,-.1004208
2016m2,.0225908
2016m3,-.3183527
2016m4,-.6645247
