date,cat_civic_engagement
2011m1,1.185269
2011m2,.6101574
2011m3,.2095494
2011m4,-.0529879
2011m5,-.5206535
2011m6,-.7652139
2011m7,-.7187305
2011m8,-.125291
2011m9,.7193378
2011m10,.8504538
2011m11,.5963283
2011m12,.1784824
2012m1,-.0679773
2012m2,-.1416236
2012m3,-.3234986
2012m4,-.5765201
2012m5,-.9857842
2012m6,-1.321192
2012m7,-1.217765
2012m8,-.7671094
2012m9,.0495725
2012m10,.5875394
2012m11,.8654187
2012m12,.7991153
2013m1,.7240027
2013m2,.81244
2013m3,.6217145
2013m4,.2301834
2013m5,-.4754758
2013m6,-1.081491
2013m7,-1.284065
2013m8,-1.021991
2013m9,-.1773787
2013m10,.4833068
2013m11,.5869957
2013m12,.4788204
2014m1,.4519421
2014m2,.4135341
2014m3,.294141
2014m4,.0807283
2014m5,-.6427137
2014m6,-1.332398
2014m7,-1.536769
2014m8,-1.224582
2014m9,-.5813723
2014m10,-.2429334
2014m11,-.0299288
2014m12,.0023136
2015m1,.1953234
2015m2,.5152145
2015m3,.8193315
2015m4,.8522661
2015m5,.0134535
2015m6,-.6899092
2015m7,-1.015852
2015m8,-.6238577
2015m9,.2508153
2015m10,.6434121
2015m11,.6879748
2015m12,.6274856
2016m1,.7836109
2016m2,.9412035
2016m3,.7618643
2016m4,.6217626
