date,cat_personal_security
2011m1,-.1923978
2011m2,.2177106
2011m3,.3862933
2011m4,.1493504
2011m5,-.2725051
2011m6,-.849166
2011m7,-1.130154
2011m8,-1.117315
2011m9,-.7692707
2011m10,-.4171313
2011m11,-.2270284
2011m12,-.2730944
2012m1,-.2168964
2012m2,-.0268982
2012m3,-.023833
2012m4,-.2730061
2012m5,-.4681235
2012m6,-.567988
2012m7,-.390016
2012m8,-.5986632
2012m9,-.6445283
2012m10,-.263588
2012m11,.7984537
2012m12,2.206761
2013m1,2.493506
2013m2,1.831715
2013m3,1.195773
2013m4,.8420925
2013m5,.241785
2013m6,-.315872
2013m7,-.6554737
2013m8,-.7978791
2013m9,-.7848735
2013m10,-.6186831
2013m11,-.4456801
2013m12,-.3220521
2014m1,-.1427982
2014m2,.0607586
2014m3,-.0175844
2014m4,-.2190625
2014m5,-.4536068
2014m6,-.6833143
2014m7,-.8044931
2014m8,-.7501448
2014m9,-.4903549
2014m10,-.265422
2014m11,-.0883611
2014m12,.0594491
2015m1,.2466878
2015m2,.2378067
2015m3,-.0029184
2015m4,-.2416697
2015m5,-.3474229
2015m6,-.2637837
2015m7,-.3166774
2015m8,-.3568849
2015m9,-.0437592
2015m10,.7927029
2015m11,1.561929
2015m12,1.563045
2016m1,1.050561
2016m2,.6532087
2016m3,.6488616
2016m4,.9119251
