date,swb_security
2008m1,-.5505723
2008m2,.1836695
2008m3,.4464607
2008m4,.7038879
2008m5,.8358318
2008m6,.7446797
2008m7,.5940901
2008m8,-.0139498
2008m9,-.8213941
2008m10,-1.072766
2008m11,-.7300907
2008m12,-.2181778
2009m1,.2338294
2009m2,.5242615
2009m3,.7663019
2009m4,.8665475
2009m5,.7394649
2009m6,.5138392
2009m7,.3486376
2009m8,.2807268
2009m9,.3881544
2009m10,.6349288
2009m11,.6781055
2009m12,.5174662
2010m1,.4943881
2010m2,.7098941
2010m3,.8401811
2010m4,1.025112
2010m5,1.081888
2010m6,.9941001
2010m7,.6957548
2010m8,.2858398
2010m9,-.0891781
2010m10,-.1955221
2010m11,-.1242529
2010m12,-.0822705
2011m1,.2493924
2011m2,.7099943
2011m3,.9732838
2011m4,1.123265
2011m5,1.276222
2011m6,1.204275
2011m7,.9896472
2011m8,.8221003
2011m9,.7755371
2011m10,.8386734
2011m11,.9739932
2011m12,1.206755
2012m1,1.55721
2012m2,1.920982
2012m3,2.05965
2012m4,2.090919
2012m5,2.072668
2012m6,1.860196
2012m7,1.602969
2012m8,1.294047
2012m9,1.102422
2012m10,1.096206
2012m11,1.191792
2012m12,1.341721
2013m1,1.525193
2013m2,1.902892
2013m3,2.127506
2013m4,2.155393
2013m5,2.194683
2013m6,2.154795
2013m7,1.967953
2013m8,1.812293
2013m9,1.473363
2013m10,1.31353
2013m11,1.376543
2013m12,1.574006
2014m1,1.923244
2014m2,2.211992
2014m3,2.311267
2014m4,2.37986
2014m5,2.354639
2014m6,2.256176
2014m7,2.151459
2014m8,2.108639
2014m9,2.242879
2014m10,2.359692
2014m11,2.301744
2014m12,2.112056
2015m1,2.043356
2015m2,2.189873
2015m3,2.435452
2015m4,2.75228
2015m5,2.889995
2015m6,2.598376
2015m7,2.307761
2015m8,2.121497
2015m9,2.063959
2015m10,2.099229
2015m11,2.24227
2015m12,2.380707
2016m1,2.470901
2016m2,2.557556
2016m3,2.727113
2016m4,2.898849
