date,swb_security
2008m1,-.3166094
2008m2,-.1666609
2008m3,.1964318
2008m4,.4262572
2008m5,.5281434
2008m6,.5886597
2008m7,.3609793
2008m8,.0386582
2008m9,-.4674608
2008m10,-.7164345
2008m11,-.4627166
2008m12,-.0670313
2009m1,.304525
2009m2,.7097365
2009m3,.9688002
2009m4,1.15846
2009m5,1.35916
2009m6,1.096119
2009m7,.6384433
2009m8,.4206503
2009m9,.3561917
2009m10,.4145243
2009m11,.6136478
2009m12,.7689053
2010m1,.7762843
2010m2,.774092
2010m3,.6830297
2010m4,.8489146
2010m5,1.160569
2010m6,1.37034
2010m7,1.243121
2010m8,.9138452
2010m9,.6777446
2010m10,.6099476
2010m11,.5640122
2010m12,.6927063
2011m1,1.157887
2011m2,1.665887
2011m3,1.949908
2011m4,1.95218
2011m5,1.864772
2011m6,1.691769
2011m7,1.417124
2011m8,1.189055
2011m9,1.163401
2011m10,1.252065
2011m11,1.460497
2011m12,1.66459
2012m1,2.042443
2012m2,2.52789
2012m3,2.904254
2012m4,2.852326
2012m5,2.623216
2012m6,2.382782
2012m7,2.112497
2012m8,1.879216
2012m9,1.703761
2012m10,1.60665
2012m11,1.626402
2012m12,1.6974
2013m1,1.856803
2013m2,2.156125
2013m3,2.434642
2013m4,2.652992
2013m5,2.673365
2013m6,2.580714
2013m7,2.459536
2013m8,2.317953
2013m9,2.142599
2013m10,1.996552
2013m11,1.940006
2013m12,1.972046
2014m1,2.169643
2014m2,2.388573
2014m3,2.559073
2014m4,2.70437
2014m5,2.759982
2014m6,2.687094
2014m7,2.589919
2014m8,2.510769
2014m9,2.460459
2014m10,2.498154
2014m11,2.515897
2014m12,2.390563
2015m1,2.27667
2015m2,2.373459
2015m3,2.61723
2015m4,2.700536
2015m5,2.665411
2015m6,2.503054
2015m7,2.290969
2015m8,2.198276
2015m9,2.281452
2015m10,2.49308
2015m11,2.671335
2015m12,2.73717
2016m1,2.821647
2016m2,2.768617
2016m3,2.465167
2016m4,1.881944
