date,swb_enjoyment
2011m1,-.3543876
2011m2,-.4564207
2011m3,-.6389352
2011m4,-.7158581
2011m5,-.536292
2011m6,-.4151346
2011m7,-.3605523
2011m8,-.290188
2011m9,.071477
2011m10,.6690279
2011m11,1.0608
2011m12,.9786763
2012m1,.4774779
2012m2,.4398504
2012m3,.781796
2012m4,1.294482
2012m5,1.446805
2012m6,1.457451
2012m7,1.221081
2012m8,.9350705
2012m9,.5298026
2012m10,.2968014
2012m11,.4428408
2012m12,.7196645
2013m1,.8166982
2013m2,.9347298
2013m3,1.232347
2013m4,1.58642
2013m5,1.380782
2013m6,1.02258
2013m7,.7504558
2013m8,.5352321
2013m9,.5018072
2013m10,.6294139
2013m11,.8723777
2013m12,.8770902
2014m1,.772895
2014m2,.9751692
2014m3,1.373737
2014m4,1.778587
2014m5,2.00162
2014m6,1.815358
2014m7,1.558618
2014m8,1.374111
2014m9,1.417487
2014m10,1.710298
2014m11,1.963226
2014m12,1.947436
2015m1,1.804591
2015m2,1.788932
2015m3,1.787595
2015m4,1.651454
2015m5,1.451575
2015m6,1.31427
2015m7,1.12839
2015m8,1.009791
2015m9,.9955468
2015m10,1.389307
2015m11,1.877012
2015m12,2.093935
2016m1,1.947825
2016m2,2.090341
2016m3,2.745547
2016m4,4.017369
