date,swb_security
2011m1,-1.055956
2011m2,-.2915511
2011m3,.1489799
2011m4,.1320214
2011m5,.3774535
2011m6,.7287022
2011m7,.5507579
2011m8,.1264965
2011m9,-.409692
2011m10,-.6121788
2011m11,-.2876399
2011m12,.0014892
2012m1,.2052034
2012m2,.9146197
2012m3,1.369333
2012m4,1.340801
2012m5,.8254112
2012m6,.3064497
2012m7,-.0221697
2012m8,.0856088
2012m9,.5540845
2012m10,1.199292
2012m11,1.388596
2012m12,.9158439
2013m1,.4008976
2013m2,.3873891
2013m3,.5819138
2013m4,1.014032
2013m5,1.629384
2013m6,2.036694
2013m7,1.87742
2013m8,1.170587
2013m9,.4270746
2013m10,-.0053545
2013m11,-.1105127
2013m12,-.2243274
2014m1,-.1084556
2014m2,.5994449
2014m3,1.102286
2014m4,1.272797
2014m5,1.425422
2014m6,1.435429
2014m7,1.384338
2014m8,1.368082
2014m9,1.237593
2014m10,1.197888
2014m11,.9680731
2014m12,.6874632
2015m1,.8084549
2015m2,1.365056
2015m3,1.717669
2015m4,1.665583
2015m5,1.313353
2015m6,1.191034
2015m7,1.267813
2015m8,1.533387
2015m9,1.745868
2015m10,1.640397
2015m11,1.258583
2015m12,.8231761
2016m1,.9928417
2016m2,1.610683
2016m3,1.813924
2016m4,2.062742
