date,cat_summer_leisure
2008m1,-.6485299
2008m2,-.1453109
2008m3,.4536248
2008m4,1.116825
2008m5,1.642352
2008m6,1.858252
2008m7,1.64693
2008m8,1.007813
2008m9,.1484598
2008m10,-.5568644
2008m11,-.9499417
2008m12,-.9661003
2009m1,-.7124656
2009m2,-.3237102
2009m3,.2044228
2009m4,.8177611
2009m5,1.395658
2009m6,1.660489
2009m7,1.486277
2009m8,.9251592
2009m9,.1887802
2009m10,-.4538878
2009m11,-.8103449
2009m12,-.8646732
2010m1,-.6223496
2010m2,-.1854471
2010m3,.4784756
2010m4,1.175118
2010m5,1.725805
2010m6,1.942727
2010m7,1.685567
2010m8,.9837912
2010m9,.1435667
2010m10,-.537598
2010m11,-.9354959
2010m12,-1.023986
2011m1,-.9071392
2011m2,-.6493606
2011m3,-.2121985
2011m4,.361028
2011m5,.9472446
2011m6,1.336162
2011m7,1.262685
2011m8,.6549349
2011m9,-.0961152
2011m10,-.7082281
2011m11,-1.099922
2011m12,-1.192869
2012m1,-1.023783
2012m2,-.6929764
2012m3,-.2150702
2012m4,.2541628
2012m5,.6353723
2012m6,.7695188
2012m7,.6425009
2012m8,.1830097
2012m9,-.3690072
2012m10,-.8445033
2012m11,-1.194233
2012m12,-1.296985
2013m1,-1.170088
2013m2,-.8181661
2013m3,-.2898763
2013m4,.3050601
2013m5,.8206419
2013m6,1.03144
2013m7,.8155736
2013m8,.2921999
2013m9,-.2900065
2013m10,-.8186651
2013m11,-1.199641
2013m12,-1.329154
2014m1,-1.214152
2014m2,-.9174245
2014m3,-.4396406
2014m4,.1810573
2014m5,.7587951
2014m6,1.063225
2014m7,.9218232
2014m8,.389928
2014m9,-.3135655
2014m10,-.9008977
2014m11,-1.242916
2014m12,-1.280587
2015m1,-1.086867
2015m2,-.7668534
2015m3,-.2646161
2015m4,.3455418
2015m5,.9032381
2015m6,1.178786
2015m7,1.037075
2015m8,.506176
2015m9,-.2304786
2015m10,-.8736447
2015m11,-1.23238
2015m12,-1.277658
2016m1,-1.095511
2016m2,-.7831034
2016m3,-.3499006
2016m4,.1398536
