region,date,immigration
Aquitaine,2013m1,-.1097703
Aquitaine,2013m2,-.14792749
Aquitaine,2013m3,-.47944051
Aquitaine,2013m4,.0191177
Aquitaine,2013m5,-.25592873
Aquitaine,2013m6,-.95814902
Aquitaine,2013m7,-.48605642
Aquitaine,2013m8,-.36632612
Aquitaine,2013m9,-.068229251
Aquitaine,2013m10,-.10723489
Aquitaine,2013m11,.043263845
Aquitaine,2013m12,-.15634941
Aquitaine,2014m1,-.10255919
Aquitaine,2014m2,-.36267653
Aquitaine,2014m3,-.016671376
Aquitaine,2014m4,-.32160896
Aquitaine,2014m5,-.0060776863
Aquitaine,2014m6,-.40513402
Aquitaine,2014m7,-.67340171
Aquitaine,2014m8,-.35180053
Aquitaine,2014m9,.87722516
Aquitaine,2014m10,-.065147914
Aquitaine,2014m11,.40410367
Aquitaine,2014m12,.15877485
Aquitaine,2015m1,-.1293682
Aquitaine,2015m2,-.48046008
Aquitaine,2015m3,.10290501
Aquitaine,2015m4,.12794212
Aquitaine,2015m5,-.22236155
Aquitaine,2015m6,-.17549102
Aquitaine,2015m7,-.077738121
Aquitaine,2015m8,.59269989
Aquitaine,2015m9,2.7880118
Aquitaine,2015m10,.66104043
Aquitaine,2015m11,.58924013
Aquitaine,2015m12,.30678347
Aquitaine,2016m1,.53192508
Aquitaine,2016m2,.37928519
Aquitaine,2016m3,.25645345
Aquitaine,2016m4,.042862073
Aquitaine,2016m5,-.17902187
Aquitaine,2016m6,-.71893442
Aquitaine,2016m7,-.81753004
Aquitaine,2016m8,-.82454002
Aquitaine,2016m9,.19785832
Aquitaine,2016m10,.84307152
Aquitaine,2016m11,.11951184
Aquitaine,2016m12,-.23369321
Aquitaine,2017m1,.092639416
Aquitaine,2017m2,.15985684
Aquitaine,2017m3,.2042796
