date,swb_laugh
2011m1,-1.915587
2011m2,-1.243068
2011m3,-.7222145
2011m4,-.4782619
2011m5,-.2839944
2011m6,-.5835339
2011m7,-1.215207
2011m8,-1.374022
2011m9,-.8816754
2011m10,-.0773068
2011m11,.6000646
2011m12,.3199348
2012m1,-.5570722
2012m2,-.9591241
2012m3,-.6875948
2012m4,-.5260871
2012m5,-.4476716
2012m6,-.5187427
2012m7,-.4622423
2012m8,-.5226234
2012m9,-.6495888
2012m10,-1.026984
2012m11,-1.573422
2012m12,-1.703948
2013m1,-1.731743
2013m2,-1.157606
2013m3,-.5515022
2013m4,-.4394982
2013m5,-.0166598
2013m6,.2633988
2013m7,-.1838292
2013m8,-.8417307
2013m9,-1.181378
2013m10,-.9732523
2013m11,-.7233075
2013m12,-.9226549
2014m1,-1.564144
2014m2,-1.464558
2014m3,-1.051556
2014m4,-.7317957
2014m5,-.4959695
2014m6,-.5622273
2014m7,-.9597156
2014m8,-1.522182
2014m9,-1.671415
2014m10,-1.344009
2014m11,-.6863411
2014m12,-.4681702
2015m1,-.500399
2015m2,-.4491084
2015m3,-.4547909
2015m4,-.7143486
2015m5,-.8455082
2015m6,-1.047043
2015m7,-1.485831
2015m8,-1.824797
2015m9,-1.988739
2015m10,-2.06838
2015m11,-1.925414
2015m12,-1.632653
2016m1,-1.7335
2016m2,-1.796437
2016m3,-1.612441
2016m4,-1.354878
