date,cat_education
2011m1,1.132175
2011m2,1.187874
2011m3,1.079442
2011m4,.7011666
2011m5,.1343835
2011m6,-.4129868
2011m7,-.5529983
2011m8,.0003897
2011m9,.9834791
2011m10,1.358159
2011m11,1.163564
2011m12,.84701
2012m1,.8593838
2012m2,.9704771
2012m3,.8699734
2012m4,.4489369
2012m5,-.2928976
2012m6,-1.080932
2012m7,-1.365657
2012m8,-.9028216
2012m9,-.0928276
2012m10,.3494271
2012m11,.3300001
2012m12,.0470331
2013m1,.1042343
2013m2,.1655669
2013m3,-.0173412
2013m4,-.32807
2013m5,-.8241203
2013m6,-1.326391
2013m7,-1.321367
2013m8,-.773578
2013m9,.0575999
2013m10,.4991525
2013m11,.3391711
2013m12,.1255182
2014m1,.151222
2014m2,.2046566
2014m3,.0529378
2014m4,-.2999391
2014m5,-.7925599
2014m6,-1.31462
2014m7,-1.386214
2014m8,-.7958623
2014m9,.1729895
2014m10,.5324323
2014m11,.3558985
2014m12,.1475212
2015m1,.2705074
2015m2,.4657401
2015m3,.4009055
2015m4,.0433202
2015m5,-.5845863
2015m6,-1.255529
2015m7,-1.440881
2015m8,-.8784621
2015m9,.1289003
2015m10,.5316885
2015m11,.3543135
2015m12,.0676811
2016m1,.0412224
2016m2,.1346025
2016m3,.1038263
2016m4,.1261604
