date,cat_civic_engagement
2011m1,1.090819
2011m2,1.139713
2011m3,1.087607
2011m4,.7439732
2011m5,.1207747
2011m6,-.5170668
2011m7,-.8438996
2011m8,-.53488
2011m9,.3631078
2011m10,1.044596
2011m11,1.263646
2011m12,.9376222
2012m1,.6766506
2012m2,.486857
2012m3,.3326331
2012m4,-.0057229
2012m5,-.6412627
2012m6,-1.28909
2012m7,-1.505757
2012m8,-1.171802
2012m9,-.328896
2012m10,.2606248
2012m11,.3240662
2012m12,.1354376
2013m1,-.0351047
2013m2,.1091108
2013m3,.2617266
2013m4,.1329636
2013m5,-.4195453
2013m6,-1.073379
2013m7,-1.42782
2013m8,-.9909692
2013m9,.1561551
2013m10,.8948494
2013m11,.8328786
2013m12,.36237
2014m1,.0684328
2014m2,.0950191
2014m3,.1668274
2014m4,.0312898
2014m5,-.5240299
2014m6,-1.207359
2014m7,-1.573772
2014m8,-1.311691
2014m9,-.4676924
2014m10,.1299339
2014m11,.2945411
2014m12,.211597
2015m1,.2500539
2015m2,.4604286
2015m3,.615275
2015m4,.495958
2015m5,-.059827
2015m6,-.7845578
2015m7,-1.221869
2015m8,-1.03203
2015m9,-.1796681
2015m10,.4715312
2015m11,.6787471
2015m12,.5171667
2016m1,.525559
2016m2,.5797593
2016m3,.5227797
2016m4,.2746096
