region,date,protectionnisme
Lorraine,2013m1,.11231881
Lorraine,2013m2,.42669678
Lorraine,2013m3,-.24539359
Lorraine,2013m4,.14205426
Lorraine,2013m5,-.22197199
Lorraine,2013m6,.37003508
Lorraine,2013m7,-1.94031
Lorraine,2013m8,-2.014823
Lorraine,2013m9,-.55366939
Lorraine,2013m10,.12624927
Lorraine,2013m11,-.13106263
Lorraine,2013m12,-.82865512
Lorraine,2014m1,.27364683
Lorraine,2014m2,.14380983
Lorraine,2014m3,.23346102
Lorraine,2014m4,-.00074602105
Lorraine,2014m5,-.19261548
Lorraine,2014m6,-.68936312
Lorraine,2014m7,-1.4989941
Lorraine,2014m8,-1.7767217
Lorraine,2014m9,.092281245
Lorraine,2014m10,.84278542
Lorraine,2014m11,1.0404847
Lorraine,2014m12,.0099721737
Lorraine,2015m1,.14709368
Lorraine,2015m2,.20121221
Lorraine,2015m3,.30386615
Lorraine,2015m4,.12751147
Lorraine,2015m5,-.47265947
Lorraine,2015m6,.91839075
Lorraine,2015m7,-1.4321798
Lorraine,2015m8,-1.2914357
Lorraine,2015m9,.39159846
Lorraine,2015m10,.032784395
Lorraine,2015m11,1.0082405
Lorraine,2015m12,.25306556
Lorraine,2016m1,.22801907
Lorraine,2016m2,.36633807
Lorraine,2016m3,.92656046
Lorraine,2016m4,-.19249867
Lorraine,2016m5,1.3970568
Lorraine,2016m6,1.2116326
Lorraine,2016m7,-1.2735772
Lorraine,2016m8,-.60475588
Lorraine,2016m9,.5274933
Lorraine,2016m10,.096531324
Lorraine,2016m11,1.3087454
Lorraine,2016m12,.76758492
Lorraine,2017m1,1.1769422
Lorraine,2017m2,.30511582
Lorraine,2017m3,.39828718
