date,cat_social_progress
2008m1,-.1669264
2008m2,-.0716862
2008m3,-.0059744
2008m4,-.2173818
2008m5,-.8580116
2008m6,-1.44519
2008m7,-1.545661
2008m8,-1.008256
2008m9,-.1118231
2008m10,.2387101
2008m11,.0743071
2008m12,-.2108762
2009m1,-.1222973
2009m2,.1918071
2009m3,.396336
2009m4,.3659971
2009m5,-.1886307
2009m6,-.7717527
2009m7,-1.066073
2009m8,-.7714708
2009m9,.1123531
2009m10,.7368675
2009m11,.7755112
2009m12,.5821364
2010m1,.6357811
2010m2,.9696958
2010m3,1.255097
2010m4,.9523402
2010m5,.2528509
2010m6,-.3970553
2010m7,-.6189953
2010m8,-.3377691
2010m9,.3172538
2010m10,.6980644
2010m11,.6639915
2010m12,.2584539
2011m1,-.0918953
2011m2,-.0898857
2011m3,.000248
2011m4,-.0691843
2011m5,-.5874298
2011m6,-1.269668
2011m7,-1.592584
2011m8,-1.308955
2011m9,-.5720341
2011m10,-.1671557
2011m11,-.153896
2011m12,-.2704251
2012m1,-.1735038
2012m2,.055349
2012m3,.1578599
2012m4,.0034314
2012m5,-.5436902
2012m6,-1.241252
2012m7,-1.522138
2012m8,-1.268619
2012m9,-.616375
2012m10,-.2197513
2012m11,-.2069283
2012m12,-.3520284
2013m1,-.2751721
2013m2,-.118545
2013m3,-.0327755
2013m4,-.0813385
2013m5,-.5404366
2013m6,-1.158661
2013m7,-1.357001
2013m8,-.9458011
2013m9,-.0091091
2013m10,.4207358
2013m11,.2788459
2013m12,.0324164
2014m1,.0735907
2014m2,.3237873
2014m3,.5266905
2014m4,.5271058
2014m5,.0850291
2014m6,-.4986852
2014m7,-.7540671
2014m8,-.3633203
2014m9,.4771679
2014m10,.92972
2014m11,.7820309
2014m12,.535107
2015m1,.6438127
2015m2,.9439357
2015m3,1.184477
2015m4,1.097767
2015m5,.4797046
2015m6,-.2331151
2015m7,-.4687572
2015m8,-.0338525
2015m9,.8091059
2015m10,1.261681
2015m11,1.232146
2015m12,1.030197
2016m1,1.13224
2016m2,1.39306
2016m3,1.578549
2016m4,1.630524
