date,cat_health_conditions
2008m1,.0387837
2008m2,.3956864
2008m3,.5233544
2008m4,.2744723
2008m5,-.4886377
2008m6,-1.173431
2008m7,-1.394223
2008m8,-1.317204
2008m9,-.9023641
2008m10,-.741098
2008m11,-1.027022
2008m12,-1.011199
2009m1,-.6195964
2009m2,-.1068454
2009m3,-.0892357
2009m4,-.2681465
2009m5,-.4731455
2009m6,-.6845124
2009m7,-.7316334
2009m8,-.4288262
2009m9,.2487719
2009m10,1.009707
2009m11,1.390289
2009m12,1.743189
2010m1,1.99539
2010m2,2.559443
2010m3,2.609816
2010m4,2.070704
2010m5,1.38211
2010m6,.8620715
2010m7,.5221642
2010m8,.5749024
2010m9,.9340853
2010m10,1.067227
2010m11,.5599709
2010m12,.0673224
2011m1,-.0336133
2011m2,.307743
2011m3,.5537566
2011m4,.4284809
2011m5,-.0581607
2011m6,-.6664287
2011m7,-.9962712
2011m8,-.9711447
2011m9,-.5078714
2011m10,-.0229165
2011m11,.0474998
2011m12,-.1989899
2012m1,.0751657
2012m2,.6547699
2012m3,.795633
2012m4,.3475072
2012m5,-.2806663
2012m6,-.6992587
2012m7,-.9422243
2012m8,-.7861821
2012m9,-.3494574
2012m10,-.0997289
2012m11,-.2445895
2012m12,-.5467717
2013m1,-.6427654
2013m2,-.2754521
2013m3,.2656932
2013m4,.3666379
2013m5,-.0574105
2013m6,-.5539434
2013m7,-.783227
2013m8,-.7457268
2013m9,-.5240143
2013m10,-.3778401
2013m11,-.515382
2013m12,-.715367
2014m1,-.5351118
2014m2,-.138945
2014m3,.0570489
2014m4,-.0866716
2014m5,-.4001051
2014m6,-.7178992
2014m7,-.8240563
2014m8,-.6666762
2014m9,-.3128802
2014m10,-.0113162
2014m11,.0450302
2014m12,.0275215
2015m1,.3569759
2015m2,.768652
2015m3,.9517037
2015m4,.6907951
2015m5,.101831
2015m6,-.3953902
2015m7,-.6408682
2015m8,-.5883562
2015m9,-.248009
2015m10,-.0519296
2015m11,-.1331189
2015m12,-.208073
2016m1,.182016
2016m2,.6213247
2016m3,.8439229
2016m4,.6927621
